Title,Abstract,StoreId,ArticleType,Authors,companies,copyright,digitalObjectIdentifier,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,documentFeatures,startPage,subjectTerms,subjects,FindACopy,Database
"Increased vetting for U.S. visas will cause delays, immigration lawyers say",,1880855066,Newspapers," Morello, Carol
Carol
Carol Morello
Morello
Carol Morello , Cunningham, Erin
Erin
Erin Cunningham
Cunningham
Erin Cunningham"," US Citizenship & Immigration Services
928120"," (Copyright The Washington Post Company, Mar 26, 2017)"," WPXXWP20170326IncreasedvettingforUSvisaswillcausedelay5348f922 , WPXXWP20170326IncreasedvettingforUSvisaswillcausedelay5348f922 , 7653 , PQ_7653_Mar262017", News," Mar 26, 2017",0190-8286, English, English, A.15," Washington, D.C.","Mar 26, 2017",The Washington Post,2017,https://search.proquest.com/docview/1880855066?accountid=14496,, A.15," Injunctions , Passports & visas , National security , Attorneys , Diplomatic & consular services , Social networks , Executive orders , Interviews , Immigration , United States--US , Iraq , Maryland , Hawaii", EZ,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Increased+vetting+for+U.S.+visas+will+cause+delays%2C+immigration+lawyers+say&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2017-03-26&amp;volume=&amp;issue=&amp;spage=A.15&amp;au=Morello%2C+Carol%3BCunningham%2C+Erin&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Trump and Ryan meet defeat,,1880855083,Newspapers," DeBonis, Mike
Mike
Mike DeBonis
DeBonis
Mike DeBonis , O'Keefe, Ed
Ed
Ed O'Keefe
O'Keefe
Ed O'Keefe , Costa, Robert
Robert
Robert Costa
Costa
Robert Costa"," Republican Party
813940 , Congress
921120 , Democratic Party
813940"," (Copyright The Washington Post Company, Mar 26, 2017)"," WPXXWP20170326TrumpandRyanmeetdefeat736f1cd6 , WPXXWP20170326TrumpandRyanmeetdefeat736f1cd6 , 7653 , PQ_7653_Mar262017", News," Mar 26, 2017",0190-8286, English, English, A.1," Washington, D.C.","Mar 26, 2017",The Washington Post,2017,https://search.proquest.com/docview/1880855083?accountid=14496,, A.1," Insurance coverage , Tax reform , Political campaigns , Presidents , Legislation , Patient Protection & Affordable Care Act 2010-US , Health care policy , Health insurance , Political parties , Medicaid , Congressional committees , Trump, Donald J", EZ,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Trump+and+Ryan+meet+defeat&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2017-03-26&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=DeBonis%2C+Mike%3BO%27Keefe%2C+Ed%3BCosta%2C+Robert&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
POP MUSIC; EDM star fires up a welcome; Zedd aims to send a message of openness with a benefit concert at Staples Center.,,1880855228,Newspapers," Wood, Mikael
Wood
Mikael
MIKAEL WOOD",," Copyright Los Angeles Times Mar 26, 2017"," 7683 , PQ_7683_Mar262017 , LATMLATM201703267437 , LATMLATM201703267437", Feature," Mar 26, 2017",0458-3035, English, English, F.8," Los Angeles, Calif.","Mar 26, 2017",Los Angeles Times,2017,https://search.proquest.com/docview/1880855228?accountid=14496,, F.8," Fund raising , Political parties , Dance music , Social networks , Electronic music , Benefit performances , Musical performances , Zedd (Anton Zaslavski) , Skrillex (Sonny Moore) , Bieber, Justin , Cabello, Camila , Lady Gaga (musician)"," ZEDD (DISC JOCKEY) , BOYD, BRANDON , EINZIGER, MIKE",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=POP+MUSIC%3B+EDM+star+fires+up+a+welcome%3B+Zedd+aims+to+send+a+message+of+openness+with+a+benefit+concert+at+Staples+Center.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2017-03-26&amp;volume=&amp;issue=&amp;spage=F.8&amp;au=Wood%2C+Mikael&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"ON EDGE IN TRUMP'S AMERICA; ANXIETY IN L.A. IMMIGRANT HUB; The president's promised immigration crackdown has sparked fear in Boyle Heights, a longtime mecca of Mexican American culture",,1880855229,Newspapers," Vives, Ruben
Vives
Ruben
Ruben Vives",," Copyright Los Angeles Times Mar 26, 2017"," 7683 , PQ_7683_Mar262017 , LATMLATM201703267491 , LATMLATM201703267491", News," Mar 26, 2017",0458-3035, English, English, A.1," Los Angeles, Calif.","Mar 26, 2017",Los Angeles Times,2017,https://search.proquest.com/docview/1880855229?accountid=14496,, A.1," Hispanic Americans , Daughters , Convenience stores , Fear & phobias , Credit unions , Deportation , Photographers , Presidents , Neighborhoods , Aliens , Immigration , Identification documents , Ellis Island , Mexico , Chavez, Cesar , United States--US"," TRUMP, DONALD J , BOYLE HEIGHTS (CA) , IMMIGRANTS , IMMIGRATION REFORM , DEPORTATION , COMMUNITY RELATIONS",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=ON+EDGE+IN+TRUMP%27S+AMERICA%3B+ANXIETY+IN+L.A.+IMMIGRANT+HUB%3B+The+president%27s+promised+immigration+crackdown+has+sparked+fear+in+Boyle+Heights%2C+a+longtime+mecca+of+Mexican+American+culture&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2017-03-26&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Vives%2C+Ruben&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Trump's border wall folly,,1880855321,Newspapers,," Pew Research Center for the People & the Press
541720"," Copyright Los Angeles Times Mar 26, 2017"," 7683 , PQ_7683_Mar262017 , LATMLATM201703267400 , LATMLATM201703267400"," Opinions , Editorial"," Mar 26, 2017",0458-3035, English, English, A.15," Los Angeles, Calif.","Mar 26, 2017",Los Angeles Times,2017,https://search.proquest.com/docview/1880855321?accountid=14496,, A.15," Immigration policy , Passports & visas , Border patrol , Editorials , Mexico , United States--US , Asia , Latin America",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=Trump%27s+border+wall+folly&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2017-03-26&amp;volume=&amp;issue=&amp;spage=A.15&amp;au=&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Little Saigon revives an old debate; O.C. state senator's silencing stirs ongoing conflict over limits of free speech in the immigrant community.,,1880855375,Newspapers," Mai-Duc, Christine
Mai-Duc
Christine
Christine Mai-Duc , Do, Anh
Do
Anh
Anh Do",," Copyright Los Angeles Times Mar 26, 2017"," 7683 , PQ_7683_Mar262017 , LATMLATM201703267492 , LATMLATM201703267492", News," Mar 26, 2017",0458-3035, English, English, B.1," Los Angeles, Calif.","Mar 26, 2017",Los Angeles Times,2017,https://search.proquest.com/docview/1880855375?accountid=14496,, B.1," Asian Americans , Political activism , Anti-communism , Demonstrations & protests , Censorship , Freedom of speech , United States--US , Vietnam"," NGUYEN, JANET , LITTLE SAIGON (ORANGE COUNTY) , LEGISLATORS , POLITICS",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=Little+Saigon+revives+an+old+debate%3B+O.C.+state+senator%27s+silencing+stirs+ongoing+conflict+over+limits+of+free+speech+in+the+immigrant+community.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2017-03-26&amp;volume=&amp;issue=&amp;spage=B.1&amp;au=Mai-Duc%2C+Christine%3BDo%2C+Anh&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Cabela's finds its crowd,,1880855425,Newspapers," Bhattarai, Abha
Bhattarai
Abha
Abha Bhattarai"," Cabelas Inc
451110
454113 , National Rifle Association--NRA
813410
813940"," (Copyright The Washington Post Company, Mar 26, 2017)"," WPXXWP20170326Cabelasfindsitscrowdf4759c9c , WPXXWP20170326Cabelasfindsitscrowdf4759c9c , 7653 , PQ_7653_Mar262017", General Information," Mar 26, 2017",0190-8286, English, English, G.1," Washington, D.C.","Mar 26, 2017",The Washington Post,2017,https://search.proquest.com/docview/1880855425?accountid=14496,, G.1," Political campaigns , Presidents , Sales , Libraries , Firearm laws & regulations , Hunting , Firearms , Bill of Rights-US", EZ,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Cabela%27s+finds+its+crowd&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2017-03-26&amp;volume=&amp;issue=&amp;spage=G.1&amp;au=Bhattarai%2C+Abha&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
ESSENTIAL POLITICS; A stiff battle for votes; Crowd of Democrats seeking congressional seat prepares for a low-turnout election.,,1880855509,Newspapers," Mai-Duc, Christine
Mai-Duc
Christine
Christine Mai-Duc",," Copyright Los Angeles Times Mar 26, 2017"," 7683 , PQ_7683_Mar262017 , LATMLATM201703267456 , LATMLATM201703267456", News," Mar 26, 2017",0458-3035, English, English, B.3," Los Angeles, Calif.","Mar 26, 2017",Los Angeles Times,2017,https://search.proquest.com/docview/1880855509?accountid=14496,, B.3," Political campaigns , Candidates , Congressional elections , Voter behavior , California , Los Angeles California"," LOS ANGELES , ELECTIONS (2017) , CALIFORNIA CONGRESSIONAL DISTRICT 34",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=ESSENTIAL+POLITICS%3B+A+stiff+battle+for+votes%3B+Crowd+of+Democrats+seeking+congressional+seat+prepares+for+a+low-turnout+election.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2017-03-26&amp;volume=&amp;issue=&amp;spage=B.3&amp;au=Mai-Duc%2C+Christine&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
LETTERS,,1880855562,Newspapers,," Boston University
611310 , Reedley College
611310"," Copyright Los Angeles Times Mar 26, 2017"," 7683 , PQ_7683_Mar262017 , LATMLATM201703267399 , LATMLATM201703267399", Letter To The Editor," Mar 26, 2017",0458-3035, English, English, A.15," Los Angeles, Calif.","Mar 26, 2017",Los Angeles Times,2017,https://search.proquest.com/docview/1880855562?accountid=14496,, A.15," Immigration policy , Higher education , Health insurance , Employee complaints , Tuition , Patient Protection & Affordable Care Act 2010-US , Colleges & universities , Social security taxes , Agribusiness , Small business , Employment , Shortages , North Korea , United States--US , California",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=LETTERS&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2017-03-26&amp;volume=&amp;issue=&amp;spage=A.15&amp;au=&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Here's the very last thing about privilege you'l ever need to read,,1880855578,Newspapers," Lozada, Carlos
Lozada
Carlos
Carlos Lozada",," (Copyright The Washington Post Company, Mar 26, 2017)"," WPXXWP20170326Herestheverylastthingaboutprivilegeyoulef3e03a6a , WPXXWP20170326Herestheverylastthingaboutprivilegeyoulef3e03a6a , 7653 , PQ_7653_Mar262017", News," Mar 26, 2017",0190-8286, English, English, B.5," Washington, D.C.","Mar 26, 2017",The Washington Post,2017,https://search.proquest.com/docview/1880855578?accountid=14496,, B.5," Television programs , Essays , Internet , Web sites , Political correctness , Books", EZ,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Here%27s+the+very+last+thing+about+privilege+you%27l+ever+need+to+read&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2017-03-26&amp;volume=&amp;issue=&amp;spage=B.5&amp;au=Lozada%2C+Carlos&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Health failure hurts agenda,,1880855641,Newspapers," Wagner, John
John
John Wagner
Wagner
John Wagner , Paletta, Damian
Damian
Damian Paletta
Paletta
Damian Paletta , Sullivan, Sean
Sean
Sean Sullivan
Sullivan
Sean Sullivan"," Republican Party
813940 , Congress
921120 , Democratic Party
813940"," (Copyright The Washington Post Company, Mar 26, 2017)"," WPXXWP20170326Healthfailurehurtsagendaeaf2f3b2 , WPXXWP20170326Healthfailurehurtsagendaeaf2f3b2 , 7653 , PQ_7653_Mar262017", News," Mar 26, 2017",0190-8286, English, English, A.1," Washington, D.C.","Mar 26, 2017",The Washington Post,2017,https://search.proquest.com/docview/1880855641?accountid=14496,, A.1," Tax rates , Tax reform , Presidents , Hearings & confirmations , Federal budget , Infrastructure , Health care policy , Funding , Tax cuts", EZ,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Health+failure+hurts+agenda&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2017-03-26&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Wagner%2C+John%3BPaletta%2C+Damian%3BSullivan%2C+Sean&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Dry cleaners try to iron out revenue problems,,1880870860,Newspapers," Yerak, Becky
Yerak
Becky
Becky Yerak",," Copyright Tribune Interactive, LLC Mar 26, 2017"," 7684 , PQ_7684_Mar262017 , TRIBTRIB2017032620170325285049262 , TRIBTRIB2017032620170325285049262", News," Mar 26, 2017",1085-6706, English, English,," Chicago, Ill.","Mar 26, 2017",Chicago Tribune,2017,https://search.proquest.com/docview/1880870860?accountid=14496,, 1," Clothing , Dry cleaners , Customer services , Cleaning , Cost control , Chicago Illinois , Illinois , Minnesota",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Achicagotribune&amp;atitle=Dry+cleaners+try+to+iron+out+revenue+problems%3A+Operators+offering+new+services+to+stay+relevant&amp;title=Chicago+Tribune&amp;issn=10856706&amp;date=2017-03-26&amp;volume=&amp;issue=&amp;spage=1&amp;au=Yerak%2C+Becky&amp;isbn=&amp;jtitle=Chicago+Tribune&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"One Nation, Under Fox",,1881042067,Newspapers," Koblin, John
Koblin
John
John Koblin , Corasaniti, Nick
Corasaniti
Nick
Nick Corasaniti"," Fox News Channel
515120"," Copyright New York Times Company Mar 26, 2017"," 105163-20170326 , 105163-20170326 , 7818 , PQ_7818_Mar262017", News," Mar 26, 2017",0362-4331, English, English, A.18," New York, N.Y.","Mar 26, 2017",New York Times,2017,https://search.proquest.com/docview/1881042067?accountid=14496,, A.18," Presidents , Health care policy , Bills , Television news , Investigations , Presidential elections , Influence , Trump, Donald J , United States--US",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=One+Nation%2C+Under+Fox%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2017-03-26&amp;volume=&amp;issue=&amp;spage=A.18&amp;au=Koblin%2C+John%3BCorasaniti%2C+Nick&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
MORE: INDIANA [Corrected 09/30/2017],,1944530919,Newspapers," Webster, Nancy Coltun
Webster
Coltun
Nancy
Nancy Coltun Webster"," Valparaiso University
611310"," Copyright Tribune Interactive, LLC Mar 26, 2017"," 7684 , PQ_7684_Mar262017 , TRIBTRIB2017032620170325285049232 , TRIBTRIB2017032620170325285049232", News," Mar 26, 2017",1085-6706, English, English,," Chicago, Ill.","Mar 26, 2017",Chicago Tribune,2017,https://search.proquest.com/docview/1944530919?accountid=14496,, 57," Art galleries & museums , History , Students , Religious art , Shrines , Mascots , Museum exhibits , Donations , Public buildings , World War II , Families & family life , Library collections , Historic buildings & sites , Planetariums , United States--US",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Achicagotribune&amp;atitle=MORE%3A+INDIANA+%5BCorrected+09%2F30%2F2017%5D&amp;title=Chicago+Tribune&amp;issn=10856706&amp;date=2017-03-26&amp;volume=&amp;issue=&amp;spage=57&amp;au=Webster%2C+Nancy+Coltun&amp;isbn=&amp;jtitle=Chicago+Tribune&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"Calls for more safety, tolerance after rape report",,1881051724,Newspapers," Olivo, Antonio
Olivo
Antonio
Antonio Olivo"," Republican Party
813940 , Democratic Party
813940"," (Copyright The Washington Post Company, Mar 27, 2017)"," WPXXWP20170327Callsformoresafetytoleranceafterraperepo5a78dcbc , WPXXWP20170327Callsformoresafetytoleranceafterraperepo5a78dcbc , 7653 , PQ_7653_Mar272017", News," Mar 27, 2017",0190-8286, English, English, B.4," Washington, D.C.","Mar 27, 2017",The Washington Post,2017,https://search.proquest.com/docview/1881051724?accountid=14496,, B.4," Immigration policy , County executives , Aliens , United States--US , Central America", EZ,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Calls+for+more+safety%2C+tolerance+after+rape+report&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2017-03-27&amp;volume=&amp;issue=&amp;spage=B.4&amp;au=Olivo%2C+Antonio&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
The Trump defender at helm of Russia inquiry,,1881051901,Newspapers," Miller, Greg
Greg
Greg Miller
Miller
Greg Miller , Demirjian, Karoun
Karoun
Karoun Demirjian
Demirjian
Karoun Demirjian"," Central Intelligence Agency--CIA
928110
928120 , Federal Bureau of Investigation--FBI
922120 , Republican Party
813940 , Democratic Party
813940"," (Copyright The Washington Post Company, Mar 27, 2017)"," WPXXWP20170327TheTrumpdefenderathelmofRussiainquiry2c95ade2 , WPXXWP20170327TheTrumpdefenderathelmofRussiainquiry2c95ade2 , 7653 , PQ_7653_Mar272017", News," Mar 27, 2017",0190-8286, English, English, A.1," Washington, D.C.","Mar 27, 2017",The Washington Post,2017,https://search.proquest.com/docview/1881051901?accountid=14496,, A.1," Intelligence gathering , National security , Espionage , Electronic eavesdropping , Russia , United States--US", EZ,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=The+Trump+defender+at+helm+of+Russia+inquiry&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2017-03-27&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Miller%2C+Greg%3BDemirjian%2C+Karoun&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
