Title,Abstract,StoreId,ArticleType,Authors,coden,companies,copyright,digitalObjectIdentifier,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,classification,classificationCodes,majorClassificationCodes,startPage,subjectClassifications,subjectTerms,FindACopy,Database
The selective modesty of Barack Obama,"It began with the almost comical self-inflation of his presidential campaign, from the still inexplicable mass rally in Berlin in front of a Prussian victory column to the Greek columns framing him at the Democratic convention. [...] it carried into his presidency, from his posture of philosopher-king adjudicating between America's sins and the world's to his speeches marked by a spectacularly promiscuous use of the word I. Notice, too, how Obama habitually refers to Cabinet members and other high government officials as my -- my secretary of homeland security, my national security team, my ambassador.\n",596499647,Newspapers," Krauthammer, Charles
Krauthammer
Charles
Charles Krauthammer",,," Copyright The Washington Post Company Jul 9, 2010"," 2076285611 , 53256121 , 7653 , TWP , WPXX20100709134E7DD2", Commentary," Jul 9, 2010",0190-8286, English, English, A.19," Washington, D.C.","Jul 9, 2010",The Washington Post,2010,https://search.proquest.com/docview/596499647?accountid=14496,,,, A.19,," Space stations , Political behavior , National security , Human rights , Politics , United States--US , Obama, Barack",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=The+selective+modesty+of+Barack+Obama&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2010-07-09&amp;volume=&amp;issue=&amp;spage=A.19&amp;au=Krauthammer%2C+Charles&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
America's Growing Innovation Gap,"[...] with our kids falling further behind on international comparisons in education, we've got to get serious about broad improvement in science and math instruction in our grade schools and high schools. [...] we need a well-funded basic research infrastructure within academic and government labs.\n",596502754,Newspapers," Lechleiter, John C
Lechleiter
C
John
John C. Lechleiter",,," (c) 2010 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2076286841 , 53256101 , 7510 , WSJ , DWJNJ000000020100709e6790001d", News," Jul 9, 2010",0099-9660, English, English, A.17," New York, N.Y.","Jul 9, 2010",Wall Street Journal,2010,https://search.proquest.com/docview/596502754?accountid=14496,,,, A.17,," Innovations , Tax reform , Regulatory approval , Life sciences , Innovations , United States--US",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=America%27s+Growing+Innovation+Gap&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2010-07-09&amp;volume=&amp;issue=&amp;spage=A.17&amp;au=Lechleiter%2C+John+C&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
A look at the four spies Russia freed; Men have little in common with their swap counterparts,"According to subsequent news accounts in Russia and this country, he was a defector reaping his reward for spying for the United States. According to the Russian Federal Security Service (FSB), the domestic successor to the KGB, he was paid about $100,000 over time, which was transferred to an account at a Spanish bank.",596503566,Newspapers," DeYoung, Karen
DeYoung
Karen
Karen DeYoung , Pincus, Walter
Pincus
Walter
Walter Pincus",,," Copyright The Washington Post Company Jul 9, 2010"," 2076285441 , 53256121 , 7653 , TWP , WPXX20100709134E7D53", News," Jul 9, 2010",0190-8286, English, English, A.10," Washington, D.C.","Jul 9, 2010",The Washington Post,2010,https://search.proquest.com/docview/596503566?accountid=14496,,,, A.10,," Espionage , Security services , Criminal sentences , Arrests , Espionage , Prisoners , United States--US , Russia",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=A+look+at+the+four+spies+Russia+freed%3B+Men+have+little+in+common+with+their+swap+counterparts&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2010-07-09&amp;volume=&amp;issue=&amp;spage=A.10&amp;au=DeYoung%2C+Karen%3BPincus%2C+Walter&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Arizona's measure gives cops new tasks,"The law specifies that certain documents can be shown to police to demonstrate someone is in the country legally -- an Arizona driver's license or state ID card, tribal membership card or any other U.S. government ID that is issued only to legal residents.",596662943,Newspapers," Riccardi, Nicholas
Riccardi
Nicholas
Nicholas Riccardi",,, (Copyright 2010 by the Chicago Tribune)," 2076326561 , 53256461 , 7684 , CTRB , TRIB201007090034", News," Jul 9, 2010",1085-6706, English, English, 1.4," Chicago, Ill.","Jul 9, 2010",Chicago Tribune,2010,https://search.proquest.com/docview/596662943?accountid=14496,,,, 4,," Aliens , Police , Law enforcement , State laws , Immigration policy , Arizona",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Achicagotribune&amp;atitle=Arizona%27s+measure+gives+cops+new+tasks&amp;title=Chicago+Tribune&amp;issn=10856706&amp;date=2010-07-09&amp;volume=&amp;issue=&amp;spage=4&amp;au=Riccardi%2C+Nicholas&amp;isbn=&amp;jtitle=Chicago+Tribune&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Experts predict controversial immigration law will be tossed,"The administration also asserted that the federal policy is to target ""dangerous aliens"" such as violent criminals, fugitives and gang members, rather than to arrest and deport the millions of illegal immigrants in the U.S. ""There is a tension between the federal policy and the state of Arizona,"" said Washington lawyer Paul Virtue, former general counsel for the Immigration and Naturalization Service, an agency that no longer exists.",596664453,Newspapers," Savage, David G
Savage
G
David
David G Savage",,, (Copyright 2010 by the Chicago Tribune)," 2076326771 , 53256461 , 7684 , CTRB , TRIB201007090037", News," Jul 9, 2010",1085-6706, English, English, 1.4," Chicago, Ill.","Jul 9, 2010",Chicago Tribune,2010,https://search.proquest.com/docview/596664453?accountid=14496,,,, 4,," Aliens , State laws , Litigation , Immigration policy , Arizona",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Achicagotribune&amp;atitle=Experts+predict+controversial+immigration+law+will+be+tossed%3A+But+some+argue+U.S.+government%27s+%27persistent+failure%27+on+issue+could+alter+outcome&amp;title=Chicago+Tribune&amp;issn=10856706&amp;date=2010-07-09&amp;volume=&amp;issue=&amp;spage=4&amp;au=Savage%2C+David+G&amp;isbn=&amp;jtitle=Chicago+Tribune&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Sunset Park: Near Yet Far From Manhattan,"According to the city's Department of Parks and Recreation, the area was first developed in the 19th century when Irish and Scandinavian immigrants settled there.",605050613,Newspapers,,,," (c) 2010 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2076901051 , 53253461 , 117310 , WSJO , WSJOWSJOB03A6CFFBF5C17BEAAD31487BF527BDBSB10001424052748704111704575354963636103600", News," Jul 9, 2010",, English, English, n/a," New York, N.Y.","Jul 9, 2010",Wall Street Journal (Online),2010,https://search.proquest.com/docview/605050613?accountid=14496,,,, n/a,," Parks & recreation areas , Extracurricular activities , Aliens",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Sunset+Park%3A+Near+Yet+Far+From+Manhattan&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2010-07-09&amp;volume=&amp;issue=&amp;spage=&amp;au=&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
Museums Openings,"Museums ""EVERYWHERE WITH ROY LEWIS"" An exhibition by the Price George's African American Museum and Cultural Center displaying the work of the activist and news photographer, Friday through Sept. 11 at the Gateway Arts Center, 3901 Rhode Island Ave., Brentwood. 301-809-0440. First Ladies at the Smithsonian. The definition of freedom outlined in the Declaration of Independence serves as the starting point for this collection of works by the descendants of the Russian czars, Iroquois Indians, French revolutionaries and Guantanamo Bay detainees. First and East Capitol streets NE. 202-226-8000. www.visitthecapitol.gov.",607244073,Newspapers," Anonymous
Anonymous
Anonymous
Anonymous",,," Copyright The Washington Post Company Jul 9, 2010"," 2078116451 , 53256121 , 7653 , TWP , WPXX20100709134E7EA5", News," Jul 9, 2010",0190-8286, English, English, T.19," Washington, D.C.","Jul 9, 2010",The Washington Post,2010,https://search.proquest.com/docview/607244073?accountid=14496,,,, T.19,," Art galleries & museums , Museum exhibits , Nonfiction , Cultural centers , Artists , Fairs & exhibitions , African art , Architecture",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Museums+Openings&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2010-07-09&amp;volume=&amp;issue=&amp;spage=T.19&amp;au=Anonymous&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
What the fields taught me,"[...] they were years when I was treated with respect by my employer; years when I or my union representative sat down at the table with my bosses to determine working conditions and benefits; years when the company followed and obeyed labor laws and regulations. Today, without a union contract, farmworkers are lucky to get minimum wage, with no benefits, no insurance, no enforcement of labor laws that protect other American workers.",605650833,Newspapers," Adair, Douglass
Adair
Douglass
Douglass Adair",,, (Copyright (c) 2010 Los Angeles Times)," 2077042031 , 53269821 , 7683 , ANGE , LATM100026076", Commentary," Jul 10, 2010",0458-3035, English, English, A.27," Los Angeles, Calif.","Jul 10, 2010",Los Angeles Times,2010,https://search.proquest.com/docview/605650833?accountid=14496,,,, A.27,," Working conditions , Wages & salaries , Farmworkers",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=What+the+fields+taught+me&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2010-07-10&amp;volume=&amp;issue=&amp;spage=A.27&amp;au=Adair%2C+Douglass&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
LETTERS,,605714623,Newspapers," Anonymous
Anonymous
Anonymous
Anonymous",,, (Copyright (c) 2010 Los Angeles Times)," 2077051451 , 53269821 , 7683 , ANGE , LATM100026072", News," Jul 10, 2010",0458-3035, English, English, A.26," Los Angeles, Calif.","Jul 10, 2010",Los Angeles Times,2010,https://search.proquest.com/docview/605714623?accountid=14496,,,, A.26,,,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=LETTERS&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2010-07-10&amp;volume=&amp;issue=&amp;spage=A.26&amp;au=Anonymous&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
local digest,,606102145,Newspapers," Anonymous
Anonymous
Anonymous
Anonymous",,," Copyright The Washington Post Company Jul 10, 2010"," 2077100261 , 53270381 , 7653 , TWP , WPXX201007101350459B", News," Jul 10, 2010",0190-8286, English, English, B.3," Washington, D.C.","Jul 10, 2010",The Washington Post,2010,https://search.proquest.com/docview/606102145?accountid=14496,,,, B.3,,,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=local+digest&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2010-07-10&amp;volume=&amp;issue=&amp;spage=B.3&amp;au=Anonymous&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Property -- Open House: Sunset Park: Near Yet Far From Manhattan,"According to the city's Department of Parks and Recreation, the area was first developed in the 19th century when Irish and Scandinavian immigrants settled there. Sunset Park is in District 15 with schools including P.S. 001 the Bergen, where there is a gifted program for students in kindergarten through 5th grade and extracurricular activities include a formal conflict-resolution program.",606102292,Newspapers," Cheema, Sushil
Cheema
Sushil
Sushil Cheema",,," (c) 2010 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2077101181 , 53270351 , 7510 , WSJ , DWJNJ000000020100710e67a0002c", Commentary," Jul 10, 2010",0099-9660, English, English, A.18," New York, N.Y.","Jul 10, 2010",Wall Street Journal,2010,https://search.proquest.com/docview/606102292?accountid=14496," 9190 United States , 8360 Real estate"," 9190 United States , 8360 Real estate"," 9190 United States , 8360 Real estate", A.18," 9190 United States , 8360 Real estate"," Apartments , Neighborhoods , Real estate , Housing prices , Brooklyn New York",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Property+--+Open+House%3A+Sunset+Park%3A+Near+Yet+Far+From+Manhattan&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2010-07-10&amp;volume=&amp;issue=&amp;spage=A.18&amp;au=Cheema%2C+Sushil&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Governors Grapple With Financial Woes,"Republicans and Democrats alike wrestled Saturday at the National Governors Association meeting in Boston with how to capitalize on a fledgling rebound as they talked dollars and sense at their summer meeting just days into a new budget year and as the economy shapes dozens of gubernatorial races across the country. Just days before the new budget year began July 1, the House and Senate failed to complete legislation that would have extended, through June 2011, important parts of the federal stimulus program enacted last year to provide unemployment insurance and help offset recession-driven cuts to education, health care and public safety.",606990985,Newspapers,,," National Governors Association
813940"," (c) 2010 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2077387301 , 53267921 , 117310 , WSJO , WSJOWSJO840D54A98B87D1155A4E0BAC5CEE71ACSB10001424052748703854904575359280081573578", News," Jul 10, 2010",, English, English, n/a," New York, N.Y.","Jul 10, 2010",Wall Street Journal (Online),2010,https://search.proquest.com/docview/606990985?accountid=14496,,,, n/a,," Recessions , Economic forecasts , Health care , State laws , State elections , Governors , Immigration policy , Meetings",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Governors+Grapple+With+Financial+Woes&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2010-07-10&amp;volume=&amp;issue=&amp;spage=&amp;au=&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
"U.S. News: U.S., Russia Swap Agents to End Crisis --- Washington Trades 10 Spies for Four Prisoners of Moscow; Russian Commentators Say Deal Highly Favorable to the U.S.","Moscow gained a swift end to a scandal in which the FBI after years of surveillance busted a network of deep-cover ""sleeper"" agents who, U.S. officials said, had failed to gain access to state secrets.",607251589,Newspapers," Boudreaux, Richard
Boudreaux
Richard
Richard Boudreaux , Perez, Even
Perez
Even
Even Perez",," Federal Bureau of Investigation--FBI
922120"," (c) 2010 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2078172901 , 53270351 , 7510 , WSJ , DWJNJ000000020100710e67a0002b", News," Jul 10, 2010",0099-9660, English, English, A.3," New York, N.Y.","Jul 10, 2010",Wall Street Journal,2010,https://search.proquest.com/docview/607251589?accountid=14496,,,, A.3,," Arrests , Deportation , Espionage , Prisoner transfers , United States--US , Vienna Austria , Russia",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=U.S.+News%3A+U.S.%2C+Russia+Swap+Agents+to+End+Crisis+---+Washington+Trades+10+Spies+for+Four+Prisoners+of+Moscow%3B+Russian+Commentators+Say+Deal+Highly+Favorable+to+the+U.S.&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2010-07-10&amp;volume=&amp;issue=&amp;spage=A.3&amp;au=Boudreaux%2C+Richard%3BPerez%2C+Even&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
