Title,Abstract,StoreId,ArticleType,Authors,coden,companies,copyright,digitalObjectIdentifier,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,classification,classificationCodes,majorClassificationCodes,startPage,subjectClassifications,subjectTerms,FindACopy,Database
FADING DREAMS; Caught in a bind; Community colleges have special importance in rural areas. But their roles are threatened by the state's priorities.,"  State efforts to ease overcrowding and help colleges adapt to budget cuts are backfiring in rural districts already burdened by vast territories, withered economies, high poverty rates and dwindling populations. Melanie Douglas, a 21-year-old single mother from the Lake County town of Clearlake, had to wait three semesters to land a coveted anatomy class because of cuts in the number of classes offered.",1125502904,Newspapers," Romney, Lee
Lee
Lee Romney
Romney
Lee Romney",,, (Copyright (c) 2012 Los Angeles Times)," 2805283151 , 73498972 , 7683 , ANGE , LATM120035376", News," Nov 3, 2012",0458-3035, English, English, A.1," Los Angeles, Calif.","Nov 3, 2012",Los Angeles Times,2012,https://search.proquest.com/docview/1125502904?accountid=14496,,,, A.1,," College students , College campuses , Community colleges , Access to education , Rural schools , California",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=FADING+DREAMS%3B+Caught+in+a+bind%3B+Community+colleges+have+special+importance+in+rural+areas.+But+their+roles+are+threatened+by+the+state%27s+priorities.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2012-11-03&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Romney%2C+Lee&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Los Angeles Times
Asian Immigrant Experience Defies Easy Comparisons,"  By suggesting that Asian-Americans and American Jews are in some sort of contest for the status of most threatening, overachieving ethnic minority group, author Lee Siegel not only reinforces the most common and pervasive stereotypes of both groups, but he also insults those Americans who look beyond ethnicity in their perceptions of their fellow citizens (""Rise of the Tiger Nation,"" Review, Oct. 27).",1125519120,Newspapers," Anonymous
Anonymous
Anonymous
Anonymous",,," (c) 2012 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2805362731 , 73500782 , 7510 , WSJ , DWJNJ000000020121103e8b30000w", News," Nov 3, 2012",0099-9660, English, English, A.14," New York, N.Y.","Nov 3, 2012",Wall Street Journal,2012,https://search.proquest.com/docview/1125519120?accountid=14496,,,, A.14,," Minority & ethnic groups , Asian Americans , Success , Jews , Stereotypes , Cho, Margaret , Lin, Jeremy , Allen, Woody , Einstein, Albert (1879-1955)",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Asian+Immigrant+Experience+Defies+Easy+Comparisons&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2012-11-03&amp;volume=&amp;issue=&amp;spage=A.14&amp;au=Anonymous&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
Cuban-Americans Give Romney Opening in Florida,"  [...]because they are U.S. citizens, they may be more open to Mr. Romney than Mexican-Americans or many other Hispanic groups, who may be more concerned about the tough stance he took in the Republican primaries on illegal immigration.",1125608610,Newspapers," Murray, Sara
Sara
Sara Murray
Murray
Sara Murray",," Republican Party
813940 , Miami Herald
511110 , Florida International University
611310 , Republican National Committee
813940"," (c) 2012 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2805673621 , 73495782 , 117310 , WSJO , WSJOWSJO20121103000020121103e8b3001e1", News," Nov 3, 2012",, English, English, n/a," New York, N.Y.","Nov 3, 2012",Wall Street Journal (Online),2012,https://search.proquest.com/docview/1125608610?accountid=14496,,,, n/a,," Hispanic Americans , Political advertising , Voter behavior , Political campaigns , Primaries & caucuses , Florida , Obama, Barack , Rubio, Marco",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Cuban-Americans+Give+Romney+Opening+in+Florida&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2012-11-03&amp;volume=&amp;issue=&amp;spage=&amp;au=Murray%2C+Sara&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
"From Canseco to Davis, There's Still Plenty of Drama in State's Down-Ballot Races",  Who can win over the most Hispanic voters? A handful of competitive races featuring dueling Hispanic candidates highlights the efforts to sway the state's fast-growing Hispanic population.,1125683017,Newspapers," Batheja, Aman
Aman
Aman Batheja
Batheja
Aman Batheja", NYTIAO," Senate
921120"," Copyright New York Times Company Nov 4, 2012"," 2805966411 , 73509232 , 7818 , NYTIAO , NYT , 817520-20121104", NEWSPAPER," Nov 4, 2012",0362-4331, English, English, A.35A," New York, N.Y.","Nov 4, 2012",New York Times,2012,https://search.proquest.com/docview/1125683017?accountid=14496,,,, A.35A,," Hispanics , State elections , Political parties , Presidential elections , Texas , Gallego, Pete , Farrar, Jessica , Hilderbran, Harvey",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=From+Canseco+to+Davis%2C+There%27s+Still+Plenty+of+Drama+in+State%27s+Down-Ballot+Races%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2012-11-04&amp;volume=&amp;issue=&amp;spage=A.35A&amp;au=Batheja%2C+Aman&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
The Twists and Turns Along A Kentucky Doughnut Trail,"  Think of the state, despite its Southern accent and Southern ways, as the paunch hanging over the Midwestern bakery belt, the last calorie-filled province in an enormous swath of territory where the glazed twist, the apple fritter, the chocolate-iced Long John and the vanilla-cream Bismarck hold sway. Wildflowers line the route, contributing tiny bursts of color: white Queen Anne's lace, yellow-petaled black-eyed Susans, sky-blue chicory, purplish Joe Pye weed, magenta meadow phlox, blazing-red trumpet vines.",1125683101,Newspapers," Grimes, William
William
William Grimes
Grimes
William Grimes", NYTIAO," Dunkin Donuts Inc
533110
722213 , Centre College
611310 , University of Louisville
611310"," Copyright New York Times Company Nov 4, 2012"," 2805963761 , 73509232 , 7818 , NYTIAO , NYT , 726729-20121104", Feature," Nov 4, 2012",0362-4331, English, English, TR.1," New York, N.Y.","Nov 4, 2012",New York Times,2012,https://search.proquest.com/docview/1125683101?accountid=14496,,,, TR.1,," Bakeries , Tourism , Tourist attractions , Regions , Kentucky",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=The+Twists+and+Turns+Along+A+Kentucky+Doughnut+Trail%3A+%5BTravel+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2012-11-04&amp;volume=&amp;issue=&amp;spage=TR.1&amp;au=Grimes%2C+William&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
The Asian-American Affirmation,"  In briefs sent to the justices, most of the established Asian-American groups, like the Asian American Legal Defense and Education Fund, support diversity as a goal in college admissions.",1125683148,Newspapers," Bronner, Ethan
Ethan
Ethan Bronner
Bronner
Ethan Bronner", NYTIAO,," Copyright New York Times Company Nov 4, 2012"," 2805964161 , 73509232 , 7818 , NYTIAO , NYT , 658111-20121104", Feature," Nov 4, 2012",0362-4331, English, English, ED.24," New York, N.Y.","Nov 4, 2012",New York Times,2012,https://search.proquest.com/docview/1125683148?accountid=14496,,,, ED.24,," Colleges & universities , Asian students , College admissions , Affirmative action , Social conditions & trends , Cultural identity , United States--US",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=The+Asian-American+Affirmation%3A+%5BEducation+Life+Supplement%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2012-11-04&amp;volume=&amp;issue=&amp;spage=ED.24&amp;au=Bronner%2C+Ethan&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
"Show Tunes and Sinatra, With a Russian Accent","  The group is one of numerous programs supported by the Edith and Carl Marks Jewish Community House of Bensonhurst, Brooklyn, a beneficiary agency of UJA-Federation of New York, one of seven organizations supported by The New York Times Neediest Cases Fund. The mission of Marks JCH is to address the needs of the neighborhood's large immigrant population, offering programs for young children and teenagers, providing job training and placement for the unemployed, and fostering a welcoming environment for older adults.",1125831331,Newspapers," Otis, John
John
John Otis
Otis
John Otis", NYTIAO," New York Times Neediest Cases Fund
813211 , United Jewish Appeal"," Copyright New York Times Company Nov 5, 2012"," 2806663981 , 73519702 , 7818 , NYTIAO , NYT , 845701-20121105", News," Nov 5, 2012",0362-4331, English, English, A.19," New York, N.Y.","Nov 5, 2012",New York Times,2012,https://search.proquest.com/docview/1125831331?accountid=14496,,,, A.19,," Philanthropy , Donations , Foreign language learning , New York City New York",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Show+Tunes+and+Sinatra%2C+With+a+Russian+Accent%3A+%5BMetropolitan+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2012-11-05&amp;volume=&amp;issue=&amp;spage=A.19&amp;au=Otis%2C+John&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
"A church tagged, a parishioner slain; In L.A., a worshiper is shot dead and another is wounded when a confrontation over graffiti turns violent.","  ""For God's sake, if people going to church aren't protected, then who is?"" asked a nearby business owner who bolted out of his store when he heard the gunfire and saw the dead man lying on the asphalt, surrounded by loudly grieving parishioners. Residents said that gangs have long been a problem in the area and that recently gang members had threatened violence against residents who complain about or paint over graffiti.",1134433939,Newspapers," Becerra, Hector
Hector
Hector Becerra
Becerra
Hector Becerra , Garrison, Jessica
Jessica
Jessica Garrison
Garrison
Jessica Garrison",," Police Department-Los Angeles CA
922120", (Copyright (c) 2012 Los Angeles Times)," 2807710001 , 73539752 , 7683 , ANGE , LATM120035716", News," Nov 6, 2012",0458-3035, English, English, A.1," Los Angeles, Calif.","Nov 6, 2012",Los Angeles Times,2012,https://search.proquest.com/docview/1134433939?accountid=14496,,,, A.1,," Gangs , Shootings , Graffiti , Murders & murder attempts , Los Angeles California",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=A+church+tagged%2C+a+parishioner+slain%3B+In+L.A.%2C+a+worshiper+is+shot+dead+and+another+is+wounded+when+a+confrontation+over+graffiti+turns+violent.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2012-11-06&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Becerra%2C+Hector%3BGarrison%2C+Jessica&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Los Angeles Times
Republicans Expect to Retain House,"  The election could be even more problematic for House Minority Leader Nancy Pelosi, the former speaker, particularly if Democratic candidates underperform. Republicans also scored more advantages than Democrats from the once-a-decade process of redistricting in many states, thanks to large gains the party scored in state legislatures in 2010.",1138365787,Newspapers," McKinnon, John D
John
John D McKinnon
McKinnon
D
John D. McKinnon , Boles, Corey
Corey
Corey Boles
Boles
Corey Boles",," Congress
921120 , Republican Party
813940"," (c) 2012 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2808180741 , 73533152 , 117310 , WSJO , WSJOWSJO20121106000020121106e8b6004xv", News," Nov 6, 2012",, English, English, n/a," New York, N.Y.","Nov 6, 2012",Wall Street Journal (Online),2012,https://search.proquest.com/docview/1138365787?accountid=14496,,,, n/a,," Health care policy , Political campaigns , Political parties , Bills , California , Obama, Barack , Pelosi, Nancy , Boehner, John",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Republicans+Expect+to+Retain+House&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2012-11-06&amp;volume=&amp;issue=&amp;spage=&amp;au=McKinnon%2C+John+D%3BBoles%2C+Corey&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
Obama Wins a Second Term,"  Despite Mr. Romney's focus on the economy, pitching himself as a onetime businessman capable of fixing what ails the U.S., he couldn't overcome missteps and attacks from Democrats over his work as a private-equity executive. According to exit polls, Mr. Romney won 60% of the white vote.",1138989178,Newspapers," Nicholas, Peter
Peter
Peter Nicholas
Nicholas
Peter Nicholas , Lee, Carol E
Carol
Carol E Lee
Lee
E
Carol E. Lee , McKinnon, John D
John
John D McKinnon
McKinnon
D
John D. McKinnon",," Congress
921120 , House of Representatives
921120"," (c) 2012 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2808445231 , 73550632 , 117310 , WSJO , WSJOWSJO20121107000020121106e8b6004ed", News," Nov 7, 2012",, English, English, n/a," New York, N.Y.","Nov 7, 2012",Wall Street Journal (Online),2012,https://search.proquest.com/docview/1138989178?accountid=14496,,,, n/a,," Tax increases , Candidates , Political campaigns , United States--US , Obama, Barack , Roosevelt, Franklin Delano (1882-1945)",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Obama+Wins+a+Second+Term&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2012-11-07&amp;volume=&amp;issue=&amp;spage=&amp;au=Nicholas%2C+Peter%3BLee%2C+Carol+E%3BMcKinnon%2C+John+D&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
Tough Loss Leaves GOP at a Crossroads,"  Newt Gingrich, the Republican former House speaker and 2012 presidential contender, says his party faces a big ""institutional challenge"" in figuring out how to connect with minority voters who make up an ever-bigger part of the electorate and the country's social fabric.",1139221871,Newspapers," Seib, Gerald F
Gerald
Gerald F Seib
Seib
F
Gerald F. Seib",," Republican Party
813940"," (c) 2012 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2808593481 , 73550632 , 117310 , WSJO , WSJOWSJO20121107000020121107e8b7001rx", News," Nov 7, 2012",, English, English, n/a," New York, N.Y.","Nov 7, 2012",Wall Street Journal (Online),2012,https://search.proquest.com/docview/1139221871?accountid=14496,,,, n/a,," Presidential elections , Hispanic Americans , Election results , Obama, Barack , Boehner, John",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Tough+Loss+Leaves+GOP+at+a+Crossroads&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2012-11-07&amp;volume=&amp;issue=&amp;spage=&amp;au=Seib%2C+Gerald+F&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
Obama's Night: Tops Romney For 2nd Term In Bruising Run; Democrats Turn Back G.O.P Bid For Senate,"  Barack Hussein Obama was re-elected president of the United States on Tuesday, overcoming powerful economic headwinds, a lock-step resistance to his agenda by Republicans in Congress and an unprecedented torrent of advertising as a divided nation voted to give him more time.",1139291126,Newspapers," Zeleny, Jeff
Jeff
Jeff Zeleny
Zeleny
Jeff Zeleny , Rutenberg, Jim
Jim
Jim Rutenberg
Rutenberg
Jim Rutenberg", NYTIAO,," Copyright New York Times Company Nov 7, 2012"," 2808629631 , 73557402 , 7818 , NYTIAO , NYT , 862983-20121107", News," Nov 7, 2012",0362-4331, English, English, A.1," New York, N.Y.","Nov 7, 2012",New York Times,2012,https://search.proquest.com/docview/1139291126?accountid=14496,,,, A.1,," Political campaigns , Election results , Presidents , Presidential elections , United States--US , Obama, Barack",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Obama%27s+Night%3A+Tops+Romney+For+2nd+Term+In+Bruising+Run%3B+Democrats+Turn+Back+G.O.P+Bid+For+Senate%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2012-11-07&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Zeleny%2C+Jeff%3BRutenberg%2C+Jim&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
TV judge presides with pizazz,"  Judge Judy may be the undisputed queen of mean in the TV courtroom arena, but there's one challenger that not only matches her shark-like disposition but comes with an added entertainment value -- she can sing. Polo is the star attraction of Telemundo's ""Caso Cerrado"" (Case Closed), a Miami-based Spanish-language court show that has emerged as one of the judicial reality genre's most colorful and popular entries.",1139307556,Newspapers," Villarreal, Yvonne
Yvonne
Yvonne Villarreal
Villarreal
Yvonne Villarreal",," Telemundo Communications Group Inc
515120", (Copyright (c) 2012 Los Angeles Times)," 2808646621 , 73558532 , 7683 , ANGE , LATM120035763", Feature," Nov 7, 2012",0458-3035, English, English, D.1," Los Angeles, Calif.","Nov 7, 2012",Los Angeles Times,2012,https://search.proquest.com/docview/1139307556?accountid=14496,,,, D.1,," Television syndication , Reality programming , Judges & magistrates , Spanish language , Television programs -- Caso Cerrado , Polo, Ana Maria",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=TV+judge+presides+with+pizazz&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2012-11-07&amp;volume=&amp;issue=&amp;spage=D.1&amp;au=Villarreal%2C+Yvonne&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Los Angeles Times
"ELECTIONS 2012; The tough road ahead; Obama's victory wasn't easy, but the task of governing the divided country will be even harder.","  The longer-term problem for the president will be coping with the dueling pressures of an economy that's growing too slowly and a federal debt that's growing too fast, largely because of the rising cost of Medicare and Medicaid. The House Republican rank and file has proved particularly difficult to corral, with dozens of members aligned with the ""tea party"" refusing to be bound by the deals their leaders strike.",1139313779,Newspapers,,," Congress
921120 , Democratic Party
813940", (Copyright (c) 2012 Los Angeles Times)," 2808646131 , 73558532 , 7683 , ANGE , LATM120035812", Editorial," Nov 7, 2012",0458-3035, English, English, A.22," Los Angeles, Calif.","Nov 7, 2012",Los Angeles Times,2012,https://search.proquest.com/docview/1139313779?accountid=14496,,,, A.22,," Recessions , Political leadership , Health care policy , Tax rates , Economic recovery , Presidents , Editorials -- Obama, Barack , United States--US , Obama, Barack",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=ELECTIONS+2012%3B+The+tough+road+ahead%3B+Obama%27s+victory+wasn%27t+easy%2C+but+the+task+of+governing+the+divided+country+will+be+even+harder.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2012-11-07&amp;volume=&amp;issue=&amp;spage=A.22&amp;au=&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Los Angeles Times
ELECTION 2012; NEWS ANALYSIS; A lesson for both parties,"  On such questions as whether Americans should pay higher or lower taxes, whether Medicare and other entitlements should be scaled back, and whether millions of illegal immigrants should be pushed to leave the country or given a path to citizenship, Democrats and Republicans have stalemated. Any compromise on that will almost certainly include higher taxes as well as limits on benefits and will involve a deal ""where both political parties consider elements of the package to be bad public policy, counterproductive or even immoral,"" Galston said.",1139335006,Newspapers," Lauter, David
David
David Lauter
Lauter
David Lauter",," Democratic Party
813940 , Republican Party
813940", (Copyright (c) 2012 Los Angeles Times)," 2808676011 , 73558532 , 7683 , ANGE , LATM120035850", News," Nov 7, 2012",0458-3035, English, English, A.1," Los Angeles, Calif.","Nov 7, 2012",Los Angeles Times,2012,https://search.proquest.com/docview/1139335006?accountid=14496,,,, A.1,," Aliens , Medicare , Voter behavior , Hispanic Americans , Election results , Presidential elections , Political analysis , United States--US",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=ELECTION+2012%3B+NEWS+ANALYSIS%3B+A+lesson+for+both+parties&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2012-11-07&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Lauter%2C+David&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Los Angeles Times
Obama Wins,"  Despite Mr. Romney's focus on the economy, pitching himself as a onetime businessman capable of fixing what ails the U.S., he couldn't overcome missteps and attacks from Democrats over his work as a private-equity executive. According to exit polls, Mr. Romney won 60% of the white vote.",1139502734,Newspapers," Nicholas, Peter
Peter
Peter Nicholas
Nicholas
Peter Nicholas , Lee, Carol E
Carol
Carol E Lee
Lee
E
Carol E. Lee",,," (c) 2012 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2808772561 , 73559762 , 7510 , WSJ , DWJNJ000000020121107e8b70003j", News," Nov 7, 2012",0099-9660, English, English, A.1," New York, N.Y.","Nov 7, 2012",Wall Street Journal,2012,https://search.proquest.com/docview/1139502734?accountid=14496,,,, A.1,," Candidates , Political campaigns , Election results , Presidential elections , United States--US , Romney, W Mitt , Obama, Barack",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Obama+Wins&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2012-11-07&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Nicholas%2C+Peter%3BLee%2C+Carol+E&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
Obama Seizes Second Term,,1140346109,Newspapers," Nicholas, Peter
Peter
Peter Nicholas
Nicholas
Peter Nicholas , Lee, Carol E
Carol
Carol E Lee
Lee
E
Carol E. Lee , McKinnon, John D
John
John D McKinnon
McKinnon
D
John D. McKinnon",,," (c) 2012 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2809568841 , 73550632 , 117310 , WSJO , WSJOWSJO20121107000020121107e8b7008eu", News," Nov 7, 2012",, English, English, n/a," New York, N.Y.","Nov 7, 2012",Wall Street Journal (Online),2012,https://search.proquest.com/docview/1140346109?accountid=14496,,,, n/a,,,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Obama+Seizes+Second+Term&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2012-11-07&amp;volume=&amp;issue=&amp;spage=&amp;au=Nicholas%2C+Peter%3BLee%2C+Carol+E%3BMcKinnon%2C+John+D&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
Obama Wins a Second Term,,1140353201,Newspapers," Nicholas, Peter
Peter
Peter Nicholas
Nicholas
Peter Nicholas , Lee, Carol E
Carol
Carol E Lee
Lee
E
Carol E. Lee , McKinnon, John D
John
John D McKinnon
McKinnon
D
John D. McKinnon",,," (c) 2012 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2809570281 , 73573262 , 117310 , WSJO , WSJOWSJO20121108000020121106e8b6004ed", News," Nov 8, 2012",, English, English, n/a," New York, N.Y.","Nov 8, 2012",Wall Street Journal (Online),2012,https://search.proquest.com/docview/1140353201?accountid=14496,,,, 1,,,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Obama+Wins+a+Second+Term&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2012-11-08&amp;volume=&amp;issue=&amp;spage=1&amp;au=Nicholas%2C+Peter%3BLee%2C+Carol+E%3BMcKinnon%2C+John+D&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
