subjects_year,Freq,year,prop
College campuses,7,2017,7.656130372962922e-4
Congressional committees,7,2017,7.656130372962922e-4
Criminal statistics,7,2017,7.656130372962922e-4
Detroit Michigan,7,2017,7.656130372962922e-4
Economic summit conferences,7,2017,7.656130372962922e-4
Enrollments,7,2017,7.656130372962922e-4
Farmers,7,2017,7.656130372962922e-4
Firearms,7,2017,7.656130372962922e-4
Homeowners,7,2017,7.656130372962922e-4
Houses,7,2017,7.656130372962922e-4
Humanitarian aid,7,2017,7.656130372962922e-4
Illinois,7,2017,7.656130372962922e-4
Investments,7,2017,7.656130372962922e-4
Jews,7,2017,7.656130372962922e-4
Leadership,7,2017,7.656130372962922e-4
Liberalism,7,2017,7.656130372962922e-4
"Macron, Emmanuel",7,2017,7.656130372962922e-4
"Merkel, Angela",7,2017,7.656130372962922e-4
Michigan,7,2017,7.656130372962922e-4
North America,7,2017,7.656130372962922e-4
North Carolina,7,2017,7.656130372962922e-4
North Korea,7,2017,7.656130372962922e-4
Ohio,7,2017,7.656130372962922e-4
Pakistan,7,2017,7.656130372962922e-4
Patient Protection & Affordable Care Act 2010-US,7,2017,7.656130372962922e-4
Political power,7,2017,7.656130372962922e-4
Prison administration,7,2017,7.656130372962922e-4
Racism,7,2017,7.656130372962922e-4
Researchers,7,2017,7.656130372962922e-4
Spain,7,2017,7.656130372962922e-4
"Spicer, Sean",7,2017,7.656130372962922e-4
Suicide bombings,7,2017,7.656130372962922e-4
Tax rates,7,2017,7.656130372962922e-4
"Trudeau, Justin",7,2017,7.656130372962922e-4
Vietnam,7,2017,7.656130372962922e-4
World War II,7,2017,7.656130372962922e-4
Writers,7,2017,7.656130372962922e-4
Xenophobia,7,2017,7.656130372962922e-4
Young adults,7,2017,7.656130372962922e-4
Activists,6,2017,6.562397462539647e-4
Agriculture,6,2017,6.562397462539647e-4
Art galleries & museums,6,2017,6.562397462539647e-4
Balance sheets,6,2017,6.562397462539647e-4
Baltimore Maryland,6,2017,6.562397462539647e-4
Banking industry,6,2017,6.562397462539647e-4
Civil rights,6,2017,6.562397462539647e-4
Colorado,6,2017,6.562397462539647e-4
Court hearings & proceedings,6,2017,6.562397462539647e-4
Donations,6,2017,6.562397462539647e-4
Eastern Europe,6,2017,6.562397462539647e-4
Farmworkers,6,2017,6.562397462539647e-4
Federal government,6,2017,6.562397462539647e-4
Fines & penalties,6,2017,6.562397462539647e-4
Foreign students,6,2017,6.562397462539647e-4
Guatemala,6,2017,6.562397462539647e-4
Imprisonment,6,2017,6.562397462539647e-4
Infrastructure,6,2017,6.562397462539647e-4
Intelligence gathering,6,2017,6.562397462539647e-4
Ireland,6,2017,6.562397462539647e-4
Litigation,6,2017,6.562397462539647e-4
Manual workers,6,2017,6.562397462539647e-4
Middle class,6,2017,6.562397462539647e-4
Montreal Quebec Canada,6,2017,6.562397462539647e-4
Morocco,6,2017,6.562397462539647e-4
News media,6,2017,6.562397462539647e-4
Police,6,2017,6.562397462539647e-4
Police brutality,6,2017,6.562397462539647e-4
Political advertising,6,2017,6.562397462539647e-4
Polls & surveys,6,2017,6.562397462539647e-4
Secularism,6,2017,6.562397462539647e-4
Tax reform,6,2017,6.562397462539647e-4
"Turnbull, Malcolm",6,2017,6.562397462539647e-4
Whites,6,2017,6.562397462539647e-4
Workforce,6,2017,6.562397462539647e-4
Abortion,5,2017,5.468664552116373e-4
Actors,5,2017,5.468664552116373e-4
Art exhibits,5,2017,5.468664552116373e-4
Belgium,5,2017,5.468664552116373e-4
Brazil,5,2017,5.468664552116373e-4
Budget deficits,5,2017,5.468664552116373e-4
Cairo Egypt,5,2017,5.468664552116373e-4
Christian Islamic relations,5,2017,5.468664552116373e-4
Civil war,5,2017,5.468664552116373e-4
Community relations,5,2017,5.468664552116373e-4
"Cotton, Tom",5,2017,5.468664552116373e-4
"Cuomo, Andrew M",5,2017,5.468664552116373e-4
Decision making,5,2017,5.468664552116373e-4
Displaced persons,5,2017,5.468664552116373e-4
Domestic violence,5,2017,5.468664552116373e-4
Economic forecasts,5,2017,5.468664552116373e-4
Economic reform,5,2017,5.468664552116373e-4
Endorsements,5,2017,5.468664552116373e-4
England,5,2017,5.468664552116373e-4
Factories,5,2017,5.468664552116373e-4
Federal funding,5,2017,5.468664552116373e-4
Francis (Pope),5,2017,5.468664552116373e-4
Gays & lesbians,5,2017,5.468664552116373e-4
Gentrification,5,2017,5.468664552116373e-4
Greece,5,2017,5.468664552116373e-4
Hate speech,5,2017,5.468664552116373e-4
Health insurance,5,2017,5.468664552116373e-4
Hispanics,5,2017,5.468664552116373e-4
Honduras,5,2017,5.468664552116373e-4
Hotels & motels,5,2017,5.468664552116373e-4
Jordan,5,2017,5.468664552116373e-4
Labor unions,5,2017,5.468664552116373e-4
Maryland,5,2017,5.468664552116373e-4
Massachusetts,5,2017,5.468664552116373e-4
Nigeria,5,2017,5.468664552116373e-4
North Africa,5,2017,5.468664552116373e-4
Northern California,5,2017,5.468664552116373e-4
Norway,5,2017,5.468664552116373e-4
Older people,5,2017,5.468664552116373e-4
Parliaments,5,2017,5.468664552116373e-4
Poland,5,2017,5.468664552116373e-4
Public prosecutors,5,2017,5.468664552116373e-4
Public schools,5,2017,5.468664552116373e-4
Quebec Canada,5,2017,5.468664552116373e-4
Raids,5,2017,5.468664552116373e-4
Recruitment,5,2017,5.468664552116373e-4
Refugee camps,5,2017,5.468664552116373e-4
Secondary school students,5,2017,5.468664552116373e-4
Soccer,5,2017,5.468664552116373e-4
South Carolina,5,2017,5.468664552116373e-4
South Pacific,5,2017,5.468664552116373e-4
South Sudan,5,2017,5.468664552116373e-4
Spanish language,5,2017,5.468664552116373e-4
Startups,5,2017,5.468664552116373e-4
Traffic congestion,5,2017,5.468664552116373e-4
Transgender persons,5,2017,5.468664552116373e-4
Virginia,5,2017,5.468664552116373e-4
West Bank,5,2017,5.468664552116373e-4
Affordable housing,4,2017,4.374931641693099e-4
American Civil War,4,2017,4.374931641693099e-4
Armed forces,4,2017,4.374931641693099e-4
Assaults,4,2017,4.374931641693099e-4
Assimilation,4,2017,4.374931641693099e-4
Atlanta Georgia,4,2017,4.374931641693099e-4
Austria,4,2017,4.374931641693099e-4
Bangladesh,4,2017,4.374931641693099e-4
"Bannon, Stephen K",4,2017,4.374931641693099e-4
"Beck, Charles L (Charlie)",4,2017,4.374931641693099e-4
Births,4,2017,4.374931641693099e-4
Business government relations,4,2017,4.374931641693099e-4
Campaign contributions,4,2017,4.374931641693099e-4
Capitalism,4,2017,4.374931641693099e-4
Civil disobedience,4,2017,4.374931641693099e-4
Civilization,4,2017,4.374931641693099e-4
College admissions,4,2017,4.374931641693099e-4
Community colleges,4,2017,4.374931641693099e-4
Commuting,4,2017,4.374931641693099e-4
Construction,4,2017,4.374931641693099e-4
Convictions,4,2017,4.374931641693099e-4
Corporate sponsorship,4,2017,4.374931641693099e-4
County executives,4,2017,4.374931641693099e-4
"de Blasio, Bill",4,2017,4.374931641693099e-4
Deadly force,4,2017,4.374931641693099e-4
Debates,4,2017,4.374931641693099e-4
Defamation,4,2017,4.374931641693099e-4
Diaspora,4,2017,4.374931641693099e-4
Economists,4,2017,4.374931641693099e-4
Employees,4,2017,4.374931641693099e-4
Engineers,4,2017,4.374931641693099e-4
Environmental protection,4,2017,4.374931641693099e-4
Fatalities,4,2017,4.374931641693099e-4
Federal Reserve monetary policy,4,2017,4.374931641693099e-4
Fiscal years,4,2017,4.374931641693099e-4
Flags,4,2017,4.374931641693099e-4
Floods,4,2017,4.374931641693099e-4
Genocide,4,2017,4.374931641693099e-4
Global economy,4,2017,4.374931641693099e-4
Government spending,4,2017,4.374931641693099e-4
Grocery stores,4,2017,4.374931641693099e-4
Homeless people,4,2017,4.374931641693099e-4
Idaho,4,2017,4.374931641693099e-4
Kansas,4,2017,4.374931641693099e-4
Labor supply,4,2017,4.374931641693099e-4
"Lange, Dorothea (1895-1965)",4,2017,4.374931641693099e-4
Law,4,2017,4.374931641693099e-4
"Le Pen, Marine",4,2017,4.374931641693099e-4
Learning,4,2017,4.374931641693099e-4
Lebanon,4,2017,4.374931641693099e-4
Maine,4,2017,4.374931641693099e-4
Malaysia,4,2017,4.374931641693099e-4
Malibu California,4,2017,4.374931641693099e-4
"May, Theresa",4,2017,4.374931641693099e-4
"McCain, John",4,2017,4.374931641693099e-4
Medicaid,4,2017,4.374931641693099e-4
Medicare,4,2017,4.374931641693099e-4
Members of Parliament,4,2017,4.374931641693099e-4
Mental disorders,4,2017,4.374931641693099e-4
Migrant workers,4,2017,4.374931641693099e-4
Monetary policy,4,2017,4.374931641693099e-4
Narcotics,4,2017,4.374931641693099e-4
New Zealand,4,2017,4.374931641693099e-4
Oregon,4,2017,4.374931641693099e-4
Parks & recreation areas,4,2017,4.374931641693099e-4
Pearl Harbor,4,2017,4.374931641693099e-4
Prices,4,2017,4.374931641693099e-4
Public officials,4,2017,4.374931641693099e-4
Public opinion,4,2017,4.374931641693099e-4
Quebec City Quebec Canada,4,2017,4.374931641693099e-4
Regulation of financial institutions,4,2017,4.374931641693099e-4
Research,4,2017,4.374931641693099e-4
Rule of law,4,2017,4.374931641693099e-4
Sanctuary movement,4,2017,4.374931641693099e-4
"Sanders, Bernard",4,2017,4.374931641693099e-4
School boards,4,2017,4.374931641693099e-4
Seasons,4,2017,4.374931641693099e-4
Sheriffs,4,2017,4.374931641693099e-4
Skills,4,2017,4.374931641693099e-4
Slavery,4,2017,4.374931641693099e-4
Smartphones,4,2017,4.374931641693099e-4
Social conditions & trends,4,2017,4.374931641693099e-4
Software,4,2017,4.374931641693099e-4
State visits,4,2017,4.374931641693099e-4
Student retention,4,2017,4.374931641693099e-4
Summer,4,2017,4.374931641693099e-4
Supreme Court decisions,4,2017,4.374931641693099e-4
Surveillance,4,2017,4.374931641693099e-4
Task forces,4,2017,4.374931641693099e-4
Tax increases,4,2017,4.374931641693099e-4
Taxes,4,2017,4.374931641693099e-4
"Tillerson, Rex W",4,2017,4.374931641693099e-4
Transnationalism,4,2017,4.374931641693099e-4
Upward mobility,4,2017,4.374931641693099e-4
Voter registration,4,2017,4.374931641693099e-4
Wealth,4,2017,4.374931641693099e-4
Welfare,4,2017,4.374931641693099e-4
Working class,4,2017,4.374931641693099e-4
Acquittals & mistrials,3,2017,3.2811987312698237e-4
"Adams, Ansel",3,2017,3.2811987312698237e-4
Admissions policies,3,2017,3.2811987312698237e-4
Air travel,3,2017,3.2811987312698237e-4
Alabama,3,2017,3.2811987312698237e-4
Alliances,3,2017,3.2811987312698237e-4
American culture,3,2017,3.2811987312698237e-4
Anti-Semitism,3,2017,3.2811987312698237e-4
Architecture,3,2017,3.2811987312698237e-4
Audiences,3,2017,3.2811987312698237e-4
Bombings,3,2017,3.2811987312698237e-4
Boundaries,3,2017,3.2811987312698237e-4
"Cameron, David",3,2017,3.2811987312698237e-4
Cemeteries,3,2017,3.2811987312698237e-4
Central African Republic,3,2017,3.2811987312698237e-4
Charities,3,2017,3.2811987312698237e-4
Chefs,3,2017,3.2811987312698237e-4
"Christie, Christopher J",3,2017,3.2811987312698237e-4
Classrooms,3,2017,3.2811987312698237e-4
Clothing,3,2017,3.2811987312698237e-4
College students,3,2017,3.2811987312698237e-4
Communism,3,2017,3.2811987312698237e-4
Construction industry,3,2017,3.2811987312698237e-4
Contemporary art,3,2017,3.2811987312698237e-4
"Corbyn, Jeremy",3,2017,3.2811987312698237e-4
Corporate taxes,3,2017,3.2811987312698237e-4
Corruption,3,2017,3.2811987312698237e-4
Costs,3,2017,3.2811987312698237e-4
Counterterrorism,3,2017,3.2811987312698237e-4
Counties,3,2017,3.2811987312698237e-4
Crimea,3,2017,3.2811987312698237e-4
Data bases,3,2017,3.2811987312698237e-4
"de Leon, Kevin",3,2017,3.2811987312698237e-4
Defense,3,2017,3.2811987312698237e-4
Diplomacy,3,2017,3.2811987312698237e-4
Drivers licenses,3,2017,3.2811987312698237e-4
Drug addiction,3,2017,3.2811987312698237e-4
Drug trafficking,3,2017,3.2811987312698237e-4
Earthquakes,3,2017,3.2811987312698237e-4
Economic development,3,2017,3.2811987312698237e-4
Economic policy,3,2017,3.2811987312698237e-4
Economics,3,2017,3.2811987312698237e-4
Ellis Island,3,2017,3.2811987312698237e-4
Emergency medical care,3,2017,3.2811987312698237e-4
Environmentalists,3,2017,3.2811987312698237e-4
Equity stake,3,2017,3.2811987312698237e-4
"Erdogan, Recep Tayyip",3,2017,3.2811987312698237e-4
Ethiopia,3,2017,3.2811987312698237e-4
Famine,3,2017,3.2811987312698237e-4
Federal legislation,3,2017,3.2811987312698237e-4
Fiscal policy,3,2017,3.2811987312698237e-4
"Fitzgerald, F Scott (1896-1940)",3,2017,3.2811987312698237e-4
Food,3,2017,3.2811987312698237e-4
Fund raising,3,2017,3.2811987312698237e-4
Funerals,3,2017,3.2811987312698237e-4
Ghana,3,2017,3.2811987312698237e-4
Ghettos,3,2017,3.2811987312698237e-4
Government agencies,3,2017,3.2811987312698237e-4
Graduations & commencements,3,2017,3.2811987312698237e-4
"Graham, Lindsey",3,2017,3.2811987312698237e-4
Grants,3,2017,3.2811987312698237e-4
Growth rate,3,2017,3.2811987312698237e-4
High tech industries,3,2017,3.2811987312698237e-4
Higher education,3,2017,3.2811987312698237e-4
Holocaust,3,2017,3.2811987312698237e-4
Hong Kong,3,2017,3.2811987312698237e-4
Honor killings,3,2017,3.2811987312698237e-4
Indonesia,3,2017,3.2811987312698237e-4
International trade,3,2017,3.2811987312698237e-4
Islamization,3,2017,3.2811987312698237e-4
Japanese Americans,3,2017,3.2811987312698237e-4
Jerusalem Israel,3,2017,3.2811987312698237e-4
John F. Kelly,3,2017,3.2811987312698237e-4
Judaism,3,2017,3.2811987312698237e-4
Judges & magistrates,3,2017,3.2811987312698237e-4
Jurisdiction,3,2017,3.2811987312698237e-4
Kansas City Missouri,3,2017,3.2811987312698237e-4
Kentucky,3,2017,3.2811987312698237e-4
"Khan, Sadiq",3,2017,3.2811987312698237e-4
Kim Jong Un,3,2017,3.2811987312698237e-4
"King, Rodney Glenn",3,2017,3.2811987312698237e-4
Labor shortages,3,2017,3.2811987312698237e-4
Language,3,2017,3.2811987312698237e-4
Licenses,3,2017,3.2811987312698237e-4
London England,3,2017,3.2811987312698237e-4
Los Angeles River,3,2017,3.2811987312698237e-4
Marijuana,3,2017,3.2811987312698237e-4
Mass transit,3,2017,3.2811987312698237e-4
Massacres,3,2017,3.2811987312698237e-4
"McConnell, Mitch",3,2017,3.2811987312698237e-4
"McMaster, Herbert Raymond",3,2017,3.2811987312698237e-4
Median,3,2017,3.2811987312698237e-4
Memorials & monuments,3,2017,3.2811987312698237e-4
Metropolitan areas,3,2017,3.2811987312698237e-4
Militancy,3,2017,3.2811987312698237e-4
Military strategy,3,2017,3.2811987312698237e-4
Motion pictures,3,2017,3.2811987312698237e-4
Multiple listing services,3,2017,3.2811987312698237e-4
Musical performances,3,2017,3.2811987312698237e-4
National debt,3,2017,3.2811987312698237e-4
National parks,3,2017,3.2811987312698237e-4
New Mexico,3,2017,3.2811987312698237e-4
Newsletters,3,2017,3.2811987312698237e-4
Nonprofit organizations,3,2017,3.2811987312698237e-4
Palestinians,3,2017,3.2811987312698237e-4
Parades,3,2017,3.2811987312698237e-4
"Pence, Mike",3,2017,3.2811987312698237e-4
Physicians,3,2017,3.2811987312698237e-4
Pittsburgh Pennsylvania,3,2017,3.2811987312698237e-4
Political appointments,3,2017,3.2811987312698237e-4
Political behavior,3,2017,3.2811987312698237e-4
Political finance,3,2017,3.2811987312698237e-4
Ports,3,2017,3.2811987312698237e-4
Poverty,3,2017,3.2811987312698237e-4
Prejudice,3,2017,3.2811987312698237e-4
Press conferences,3,2017,3.2811987312698237e-4
Professional basketball,3,2017,3.2811987312698237e-4
Public hearings,3,2017,3.2811987312698237e-4
Public policy,3,2017,3.2811987312698237e-4
Public transportation,3,2017,3.2811987312698237e-4
Puerto Rico,3,2017,3.2811987312698237e-4
Racial profiling,3,2017,3.2811987312698237e-4
Rain,3,2017,3.2811987312698237e-4
Rap music,3,2017,3.2811987312698237e-4
"Reagan, Ronald Wilson",3,2017,3.2811987312698237e-4
Reporters,3,2017,3.2811987312698237e-4
Restraining orders,3,2017,3.2811987312698237e-4
Retirement,3,2017,3.2811987312698237e-4
Rhetoric,3,2017,3.2811987312698237e-4
Robbery,3,2017,3.2811987312698237e-4
San Fernando Valley,3,2017,3.2811987312698237e-4
San Francisco Bay,3,2017,3.2811987312698237e-4
Sanctions,3,2017,3.2811987312698237e-4
School dropouts,3,2017,3.2811987312698237e-4
Schools,3,2017,3.2811987312698237e-4
Sculpture,3,2017,3.2811987312698237e-4
Seasonal employment,3,2017,3.2811987312698237e-4
Self defense,3,2017,3.2811987312698237e-4
Series & special reports,3,2017,3.2811987312698237e-4
Siblings,3,2017,3.2811987312698237e-4
Social policy,3,2017,3.2811987312698237e-4
Social security,3,2017,3.2811987312698237e-4
South Africa,3,2017,3.2811987312698237e-4
Southeast Asia,3,2017,3.2811987312698237e-4
Stabbings,3,2017,3.2811987312698237e-4
Standards,3,2017,3.2811987312698237e-4
State budgets,3,2017,3.2811987312698237e-4
State court decisions,3,2017,3.2811987312698237e-4
State laws,3,2017,3.2811987312698237e-4
States,3,2017,3.2811987312698237e-4
Strikes,3,2017,3.2811987312698237e-4
"Sturgeon, Nicola",3,2017,3.2811987312698237e-4
Suburban areas,3,2017,3.2811987312698237e-4
Subways,3,2017,3.2811987312698237e-4
Switzerland,3,2017,3.2811987312698237e-4
Target markets,3,2017,3.2811987312698237e-4
Taxation,3,2017,3.2811987312698237e-4
Teachers,3,2017,3.2811987312698237e-4
Territorial issues,3,2017,3.2811987312698237e-4
Trade policy,3,2017,3.2811987312698237e-4
Trees,3,2017,3.2811987312698237e-4
Ukraine,3,2017,3.2811987312698237e-4
Urban areas,3,2017,3.2811987312698237e-4
Utah,3,2017,3.2811987312698237e-4
Values,3,2017,3.2811987312698237e-4
Volunteers,3,2017,3.2811987312698237e-4
Voter fraud,3,2017,3.2811987312698237e-4
Voters,3,2017,3.2811987312698237e-4
Voting rights,3,2017,3.2811987312698237e-4
Voting Rights Act,3,2017,3.2811987312698237e-4
Western Europe,3,2017,3.2811987312698237e-4
"Wilders, Geert",3,2017,3.2811987312698237e-4
Wisconsin,3,2017,3.2811987312698237e-4
Worry,3,2017,3.2811987312698237e-4
19th century,2,2017,2.1874658208465494e-4
20th century,2,2017,2.1874658208465494e-4
Acquisitions & mergers,2,2017,2.1874658208465494e-4
Advocacy,2,2017,2.1874658208465494e-4
Affirmative action,2,2017,2.1874658208465494e-4
Age,2,2017,2.1874658208465494e-4
Aging,2,2017,2.1874658208465494e-4
Agreements,2,2017,2.1874658208465494e-4
Agribusiness,2,2017,2.1874658208465494e-4
Airline security,2,2017,2.1874658208465494e-4
Alaska,2,2017,2.1874658208465494e-4
Algeria,2,2017,2.1874658208465494e-4
All star games,2,2017,2.1874658208465494e-4
Antarctica,2,2017,2.1874658208465494e-4
Antitrust,2,2017,2.1874658208465494e-4
Apples,2,2017,2.1874658208465494e-4
Architects,2,2017,2.1874658208465494e-4
Armenia,2,2017,2.1874658208465494e-4
"Arpaio, Joe",2,2017,2.1874658208465494e-4
Artists,2,2017,2.1874658208465494e-4
Asian students,2,2017,2.1874658208465494e-4
"Assad, Bashar Al",2,2017,2.1874658208465494e-4
Austerity policy,2,2017,2.1874658208465494e-4
Authoritarianism,2,2017,2.1874658208465494e-4
Automobile industry,2,2017,2.1874658208465494e-4
Babies,2,2017,2.1874658208465494e-4
Baghdad Iraq,2,2017,2.1874658208465494e-4
Bank marketing,2,2017,2.1874658208465494e-4
Banks,2,2017,2.1874658208465494e-4
Baton Rouge Louisiana,2,2017,2.1874658208465494e-4
Behavior,2,2017,2.1874658208465494e-4
"Bieber, Justin",2,2017,2.1874658208465494e-4
Biological & chemical weapons,2,2017,2.1874658208465494e-4
Biometrics,2,2017,2.1874658208465494e-4
Birth rate,2,2017,2.1874658208465494e-4
Black students,2,2017,2.1874658208465494e-4
"Blair, Tony",2,2017,2.1874658208465494e-4
Boards of directors,2,2017,2.1874658208465494e-4
Boys,2,2017,2.1874658208465494e-4
"Brady, Tom",2,2017,2.1874658208465494e-4
Buildings,2,2017,2.1874658208465494e-4
Business improvement districts,2,2017,2.1874658208465494e-4
Camps,2,2017,2.1874658208465494e-4
"Cantil-Sakauye, Tani",2,2017,2.1874658208465494e-4
Capital expenditures,2,2017,2.1874658208465494e-4
Capital punishment,2,2017,2.1874658208465494e-4
Careers,2,2017,2.1874658208465494e-4
Central Valley,2,2017,2.1874658208465494e-4
Certificates of deposit,2,2017,2.1874658208465494e-4
Chinese culture,2,2017,2.1874658208465494e-4
Chinese history,2,2017,2.1874658208465494e-4
City ordinances,2,2017,2.1874658208465494e-4
Clothing industry,2,2017,2.1874658208465494e-4
Colonies & territories,2,2017,2.1874658208465494e-4
"Comey, James B",2,2017,2.1874658208465494e-4
Committees,2,2017,2.1874658208465494e-4
Communion,2,2017,2.1874658208465494e-4
Compliance,2,2017,2.1874658208465494e-4
Conflicts of interest,2,2017,2.1874658208465494e-4
Connecticut,2,2017,2.1874658208465494e-4
Conspiracy,2,2017,2.1874658208465494e-4
Consumers,2,2017,2.1874658208465494e-4
Contractors,2,2017,2.1874658208465494e-4
Cooking,2,2017,2.1874658208465494e-4
Corporate profiles,2,2017,2.1874658208465494e-4
Cost control,2,2017,2.1874658208465494e-4
Criminal records,2,2017,2.1874658208465494e-4
Criminals,2,2017,2.1874658208465494e-4
Cuba,2,2017,2.1874658208465494e-4
Cultural identity,2,2017,2.1874658208465494e-4
Daughters,2,2017,2.1874658208465494e-4
Defense contracts,2,2017,2.1874658208465494e-4
Defense spending,2,2017,2.1874658208465494e-4
Demography,2,2017,2.1874658208465494e-4
Denmark,2,2017,2.1874658208465494e-4
Detention centers,2,2017,2.1874658208465494e-4
"DeVos, Betsy",2,2017,2.1874658208465494e-4
"Dimon, Jamie",2,2017,2.1874658208465494e-4
District attorneys,2,2017,2.1874658208465494e-4
Dominican Republic,2,2017,2.1874658208465494e-4
Drought,2,2017,2.1874658208465494e-4
"Duterte, Rodrigo R",2,2017,2.1874658208465494e-4
East Germany,2,2017,2.1874658208465494e-4
East Los Angeles California,2,2017,2.1874658208465494e-4
Ebola virus,2,2017,2.1874658208465494e-4
Economic impact,2,2017,2.1874658208465494e-4
Economic life,2,2017,2.1874658208465494e-4
Economic models,2,2017,2.1874658208465494e-4
Educational attainment,2,2017,2.1874658208465494e-4
Electronic funds transfer systems--EFTS,2,2017,2.1874658208465494e-4
Electronic music,2,2017,2.1874658208465494e-4
"Emanuel, Rahm",2,2017,2.1874658208465494e-4
Emigration,2,2017,2.1874658208465494e-4
Employment interviews,2,2017,2.1874658208465494e-4
Epidemics,2,2017,2.1874658208465494e-4
Espionage,2,2017,2.1874658208465494e-4
Estimates,2,2017,2.1874658208465494e-4
Ethnic foods,2,2017,2.1874658208465494e-4
Euroscepticism,2,2017,2.1874658208465494e-4
Eurozone,2,2017,2.1874658208465494e-4
Evidence,2,2017,2.1874658208465494e-4
Expatriates,2,2017,2.1874658208465494e-4
Experiments,2,2017,2.1874658208465494e-4
Extortion,2,2017,2.1874658208465494e-4
Family owned businesses,2,2017,2.1874658208465494e-4
Fashion,2,2017,2.1874658208465494e-4
Fashion designers,2,2017,2.1874658208465494e-4
Feather River,2,2017,2.1874658208465494e-4
Federal aid,2,2017,2.1874658208465494e-4
Fees & charges,2,2017,2.1874658208465494e-4
Fences,2,2017,2.1874658208465494e-4
Fertility,2,2017,2.1874658208465494e-4
Firearm laws & regulations,2,2017,2.1874658208465494e-4
Fires,2,2017,2.1874658208465494e-4
Fisheries,2,2017,2.1874658208465494e-4
Fishing,2,2017,2.1874658208465494e-4
Food stamps,2,2017,2.1874658208465494e-4
Foreign aid,2,2017,2.1874658208465494e-4
Foreign residents,2,2017,2.1874658208465494e-4
Franchisees,2,2017,2.1874658208465494e-4
Freedom of speech,2,2017,2.1874658208465494e-4
French culture,2,2017,2.1874658208465494e-4
Full employment,2,2017,2.1874658208465494e-4
Funds,2,2017,2.1874658208465494e-4
Genealogy,2,2017,2.1874658208465494e-4
Generation Y,2,2017,2.1874658208465494e-4
Geographic profiles,2,2017,2.1874658208465494e-4
"Gianaris, Michael N",2,2017,2.1874658208465494e-4
"Giuliani, Rudolph W",2,2017,2.1874658208465494e-4
Government waste,2,2017,2.1874658208465494e-4
Grandparents,2,2017,2.1874658208465494e-4
Great Lakes,2,2017,2.1874658208465494e-4
Great Plains,2,2017,2.1874658208465494e-4
Guards,2,2017,2.1874658208465494e-4
Haiti,2,2017,2.1874658208465494e-4
Hearings & confirmations,2,2017,2.1874658208465494e-4
High school basketball,2,2017,2.1874658208465494e-4
Highway construction,2,2017,2.1874658208465494e-4
Hindus,2,2017,2.1874658208465494e-4
Hip hop music,2,2017,2.1874658208465494e-4
Hispanic students,2,2017,2.1874658208465494e-4
Homosexuality,2,2017,2.1874658208465494e-4
Hostages,2,2017,2.1874658208465494e-4
Human capital,2,2017,2.1874658208465494e-4
Hungary,2,2017,2.1874658208465494e-4
Hurricanes,2,2017,2.1874658208465494e-4
Inaugurations,2,2017,2.1874658208465494e-4
Indictments,2,2017,2.1874658208465494e-4
Industrial development,2,2017,2.1874658208465494e-4
Inglewood California,2,2017,2.1874658208465494e-4
Injunctions,2,2017,2.1874658208465494e-4
Institutionalization,2,2017,2.1874658208465494e-4
Insurance coverage,2,2017,2.1874658208465494e-4
International organizations,2,2017,2.1874658208465494e-4
Intervention,2,2017,2.1874658208465494e-4
Iraq War-2003,2,2017,2.1874658208465494e-4
Irish Americans,2,2017,2.1874658208465494e-4
Islamic law,2,2017,2.1874658208465494e-4
Italian Americans,2,2017,2.1874658208465494e-4
Jamaica,2,2017,2.1874658208465494e-4
Jewelry stores,2,2017,2.1874658208465494e-4
Jewish life & ethics,2,2017,2.1874658208465494e-4
Job creation,2,2017,2.1874658208465494e-4
"Johnson, Boris",2,2017,2.1874658208465494e-4
Joint ventures,2,2017,2.1874658208465494e-4
Judicial reviews,2,2017,2.1874658208465494e-4
"Kashkari, Neel",2,2017,2.1874658208465494e-4
"Kennedy, John Fitzgerald (1917-63)",2,2017,2.1874658208465494e-4
Kenya,2,2017,2.1874658208465494e-4
"Kerry, John F",2,2017,2.1874658208465494e-4
"King, Steve",2,2017,2.1874658208465494e-4
Kurds,2,2017,2.1874658208465494e-4
Lakes,2,2017,2.1874658208465494e-4
Land settlement,2,2017,2.1874658208465494e-4
"Lee, Robert E (1807-70)",2,2017,2.1874658208465494e-4
Legal aid,2,2017,2.1874658208465494e-4
Legislatures,2,2017,2.1874658208465494e-4
Letters,2,2017,2.1874658208465494e-4
Levees & battures,2,2017,2.1874658208465494e-4
Library associations,2,2017,2.1874658208465494e-4
"Lincoln, Abraham (1809-65)",2,2017,2.1874658208465494e-4
"Lopez-Sanchez, Juan Francisco",2,2017,2.1874658208465494e-4
Louisiana,2,2017,2.1874658208465494e-4
Manslaughter,2,2017,2.1874658208465494e-4
Marathons,2,2017,2.1874658208465494e-4
Media coverage,2,2017,2.1874658208465494e-4
Medical research,2,2017,2.1874658208465494e-4
Medical screening,2,2017,2.1874658208465494e-4
Meetings,2,2017,2.1874658208465494e-4
Men,2,2017,2.1874658208465494e-4
Mental health care,2,2017,2.1874658208465494e-4
Middle schools,2,2017,2.1874658208465494e-4
Midwifery,2,2017,2.1874658208465494e-4
Military aid,2,2017,2.1874658208465494e-4
Mobile businesses,2,2017,2.1874658208465494e-4
Modernization,2,2017,2.1874658208465494e-4
"Modi, Narendra",2,2017,2.1874658208465494e-4
Montenegro,2,2017,2.1874658208465494e-4
