Title,Abstract,StoreId,ArticleType,Authors,coden,companies,copyright,digitalObjectIdentifier,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,classification,classificationCodes,majorClassificationCodes,startPage,subjectClassifications,subjectTerms,subjects,FindACopy,Database
"A legal challenge for immigrants; Detainees seeking counsel are too easily taken advantage of by unscrupulous lawyers, advocates say.","  Sanchez traveled from his office in San Antonio to detention centers across the country to interview immigrants and accept payment, according to the Texas Attorney General's Office, which earlier this year secured an injunction barring him from advertising, performing or accepting money for immigration consulting services.",1814431581,Newspapers," Hennessy-Fiske, Molly
Molly
Molly Hennessy-Fiske
Hennessy-Fiske
Molly Hennessy-Fiske , Hennessy-Fiske, Molly
Molly
Molly Hennessy-Fiske
Hennessy-Fiske
Molly Hennessy-Fiske",,, (Copyright (c) 2016 Los Angeles Times)," 4161982371 , 107403302 , 7683 , ANGE , LATM2016082823289", News," Aug 28, 2016",0458-3035, English, English, A.13," Los Angeles, Calif.","Aug 28, 2016",Los Angeles Times,2016,https://search.proquest.com/docview/1814431581?accountid=14496,,,, A.13,," Attorneys , Detention centers , Immigration , Aliens"," IMMIGRANTS , DETENTION CENTERS , ATTORNEYS , PROFESSIONAL MISCONDUCT",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=A+legal+challenge+for+immigrants%3B+Detainees+seeking+counsel+are+too+easily+taken+advantage+of+by+unscrupulous+lawyers%2C+advocates+say.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2016-08-28&amp;volume=&amp;issue=&amp;spage=A.13&amp;au=Hennessy-Fiske%2C+Molly&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Los Angeles Times
Can knowledge-based voting fix democracy?,"  The chance an individual vote will make a difference is vanishingly small. [...]we have little incentive to gather relevant information so that we can cast our votes in careful, thoughtful ways. Epistocracies should have constitutional limits on power, judicial review, checks and balances and a bill of rights -- just like representative democracies.",1814431588,Newspapers," Brennan, Jason
Jason
Jason Brennan
Brennan
Jason Brennan , Brennan, Jason
Jason
Jason Brennan
Brennan
Jason Brennan",,, (Copyright (c) 2016 Los Angeles Times)," 4161982561 , 107403302 , 7683 , ANGE , LATM2016082823215", Editorial," Aug 28, 2016",0458-3035, English, English, A.18," Los Angeles, Calif.","Aug 28, 2016",Los Angeles Times,2016,https://search.proquest.com/docview/1814431588?accountid=14496,,,, A.18,," Politics , Democracy , Citizenship , Economic conditions , Voting rights , Judicial reviews , Unemployment , Election results", Opinion piece,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=Can+knowledge-based+voting+fix+democracy%3F&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2016-08-28&amp;volume=&amp;issue=&amp;spage=A.18&amp;au=Brennan%2C+Jason&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Los Angeles Times
Diversity lags far behind on backcountry trails,"  Mainstream environmental groups like the Sierra Club, which recently hired its first director of diversity, equity and inclusion, are trying to counter the impression that the outdoors is a privileged domain for white people. The Boy Scouts and Girl Scouts teach outdoor skills to diverse groups of young people.",1814431597,Newspapers," Revoyr, Nina
Nina
Nina Revoyr
Revoyr
Nina Revoyr , Revoyr, Nina
Nina
Nina Revoyr
Revoyr
Nina Revoyr",,, (Copyright (c) 2016 Los Angeles Times)," 4161982571 , 107403302 , 7683 , ANGE , LATM2016082823214", Editorial," Aug 28, 2016",0458-3035, English, English, A.19," Los Angeles, Calif.","Aug 28, 2016",Los Angeles Times,2016,https://search.proquest.com/docview/1814431597?accountid=14496,,,, A.19,," National parks , Minority & ethnic groups , African Americans , Hiking , College football , Nature , Wisconsin , Los Angeles California", Opinion piece,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=Diversity+lags+far+behind+on+backcountry+trails&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2016-08-28&amp;volume=&amp;issue=&amp;spage=A.19&amp;au=Revoyr%2C+Nina&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Los Angeles Times
Trump a Blue-Collar Hero? Ask in a Blue-Collar Town,,1814431756,Newspapers," Fausset, Richard
Richard
Richard Fausset
Fausset
Richard Fausset , Fausset, Richard
Richard
Richard Fausset
Fausset
Richard Fausset", NYTIAO,," Copyright New York Times Company Aug 28, 2016"," 4161988171 , 107403002 , 7818 , NYTIAO , NYT , 977411-20160828"," News , Series"," Aug 28, 2016",0362-4331, English, English, A.11," New York, N.Y.","Aug 28, 2016",New York Times,2016,https://search.proquest.com/docview/1814431756?accountid=14496,,,, A.11,,,,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Trump+a+Blue-Collar+Hero%3F+Ask+in+a+Blue-Collar+Town%3A+%5BNews%3B+Series%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2016-08-28&amp;volume=&amp;issue=&amp;spage=A.11&amp;au=Fausset%2C+Richard&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
Living in L.B.J.'s America,"  For those puzzled about why so many evangelical leaders were willing to endorse Donald J. Trump, the most openly irreligious major-party presidential candidate in our history, Jerry Falwell Jr. provided the answer in his singularly graceless speech at the Republican National Convention: ""Mr. Trump has added a plank to this party's platform to repeal I.R.S. rules sponsored by Lyndon Johnson in 1954 barring churches and nonprofits from expressing political free speech.""",1814431922,Newspapers," Baker, Kevin
Kevin
Kevin Baker
Baker
Kevin Baker , Baker, Kevin
Kevin
Kevin Baker
Baker
Kevin Baker", NYTIAO,," Copyright New York Times Company Aug 28, 2016"," 4161988651 , 107403002 , 7818 , NYTIAO , NYT , 133302-20160828", Commentary," Aug 28, 2016",0362-4331, English, English, SR.1," New York, N.Y.","Aug 28, 2016",New York Times,2016,https://search.proquest.com/docview/1814431922?accountid=14496,,,, SR.1,," Presidential elections , Civil rights , Freedom of religion , Religious right , Nationalism , Multiculturalism & pluralism , Immigration policy , Johnson, Lyndon Baines (1908-73) , Clinton, Hillary , Trump, Donald J",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Living+in+L.B.J.%27s+America%3A+%5BOp-Ed%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2016-08-28&amp;volume=&amp;issue=&amp;spage=SR.1&amp;au=Baker%2C+Kevin&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
'Charity' Begins at Foggy Bottom; A transcript of the weekend's program on FOX News Channel.,"  Hillary Clinton's campaign is on the defense again as a new batch of emails released this week raises fresh questions about whether Clinton Foundation donors got preferential treatment from the State Department during her tenure there. [...]they are talking about people meeting with Hillary and Bill, meeting with Muhammad Yunus, the Nobel Prize winner, who would have gotten meetings with any foreign secretary in any country in the world. Gigot: Joining the panel this week, Wall Street Journal Potomac Watch columnist Kim Strassel, associate editorial page editor James Freeman, editorial board member Dorothy Rabinowitz and Main Street columnist Bill McGurn.",1814536836,Newspapers," Anonymous
Anonymous
Anonymous
Anonymous , Anonymous
Anonymous
Anonymous
Anonymous",," William J Clinton Foundation
813212 , Associated Press
519110"," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4162697091 , 107371882 , 117310 , WSJO , WSJOWSJO20160829000020160829ec8t001e1", News," Aug 29, 2016",, English, English, n/a," New York, N.Y.","Aug 29, 2016",Wall Street Journal (Online),2016,https://search.proquest.com/docview/1814536836?accountid=14496,,,, n/a,," Meetings , Editorials , Abedin, Huma , Yunus, Muhammad , Clinton, Hillary",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=%27Charity%27+Begins+at+Foggy+Bottom%3B+A+transcript+of+the+weekend%27s+program+on+FOX+News+Channel.&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2016-08-29&amp;volume=&amp;issue=&amp;spage=&amp;au=Anonymous&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
Orange County is turning blue,"  In the June 7 presidential primary, 55% of the votes cast for president went to the Democratic candidates, while only 44% went to Donald Trump or other Republicans still on the ballot -- a 66,045-vote advantage for the Democrats.",1814537438,Newspapers," Smoller, Fred
Fred
Fred Smoller
Smoller
Fred Smoller , Smoller, Fred
Fred
Fred Smoller
Smoller
Fred Smoller",,, (Copyright (c) 2016 Los Angeles Times)," 4162689131 , 107415562 , 7683 , ANGE , LATM2016082923318", Editorial," Aug 29, 2016",0458-3035, English, English, A.11," Los Angeles, Calif.","Aug 29, 2016",Los Angeles Times,2016,https://search.proquest.com/docview/1814537438?accountid=14496,,,, A.11,," Minority & ethnic groups , Registration , Trends , Local elections , Voting Rights Act , California", Opinion piece,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=Orange+County+is+turning+blue&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2016-08-29&amp;volume=&amp;issue=&amp;spage=A.11&amp;au=Smoller%2C+Fred&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Los Angeles Times
"Fearing Exclusion, Even Among the Dead","  According to the local NBC affiliate, residents expressed concerns about ""bombings and beheadings"" and how to ""draw the line between innocent Muslims and radical Muslims.""",1814539398,Newspapers," Bidgood, Jess
Jess
Jess Bidgood
Bidgood
Jess Bidgood , Bidgood, Jess
Jess
Jess Bidgood
Bidgood
Jess Bidgood", NYTIAO,," Copyright New York Times Company Aug 29, 2016"," 4162732251 , 107415612 , 7818 , NYTIAO , NYT , 131423-20160829", News," Aug 29, 2016",0362-4331, English, English, A.9," New York, N.Y.","Aug 29, 2016",New York Times,2016,https://search.proquest.com/docview/1814539398?accountid=14496,,,, A.9,," Muslims , Cemeteries , Zoning , Prejudice , Investigations , Massachusetts , United States--US , Dudley Massachusetts",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Fearing+Exclusion%2C+Even+Among+the+Dead%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2016-08-29&amp;volume=&amp;issue=&amp;spage=A.9&amp;au=Bidgood%2C+Jess&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
CITY &amp; STATE; Latinos rally for Trump in Anaheim; No disturbances are reported at the event in front of City Hall.,"  Chanting ""Viva Trump,"" several dozen Latino supporters of Republican presidential candidate Donald Trump held a peaceful rally Sunday in front of Anaheim City Hall.",1814540227,Newspapers," Weikel, Dan
Dan
Dan Weikel
Weikel
Dan Weikel , Weikel, Dan
Dan
Dan Weikel
Weikel
Dan Weikel",,, (Copyright (c) 2016 Los Angeles Times)," 4162689011 , 107415562 , 7683 , ANGE , LATM2016082923330", News," Aug 29, 2016",0458-3035, English, English, B.3," Los Angeles, Calif.","Aug 29, 2016",Los Angeles Times,2016,https://search.proquest.com/docview/1814540227?accountid=14496,,,, B.3,," Immigration policy , Candidates , Presidential elections"," TRUMP, DONALD J , ANAHEIM (CA) , PRESIDENTIAL ELECTIONS (2016) , PRESIDENTIAL CANDIDATES , HISPANICS",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=CITY+%26amp%3B+STATE%3B+Latinos+rally+for+Trump+in+Anaheim%3B+No+disturbances+are+reported+at+the+event+in+front+of+City+Hall.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2016-08-29&amp;volume=&amp;issue=&amp;spage=B.3&amp;au=Weikel%2C+Dan&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Los Angeles Times
"The 10-Point. A personal, guided tour to the best scoops and stories every day in The Wall Street Journal, from Editor in Chief Gerard Baker.","  TOP STORIES U.S. White Retiree Influx Helps Keep Florida in Play for Donald Trump Hillary Clinton's Broadband Plan Draws Criticism From Experts WORLD Fighting Escalates on Turkey-Syria Border, Endangering U.S. Forces Iran Accuses Man Involved in Nuclear Deal Negotiations of Spying BUSINESS Business-Drone Rules to Take Effect Glaxo Bets It Can Shake Up HIV Treatment MARKETS Goldman Sachs, Morgan Stanley Take a Tough Assignment: Reinventing Themselves The Frozen Concentrated Orange-Juice Market Has Virtually Disappeared Number of the Day 298% China's total debt as a percentage of its gross domestic product, up from 274% a year ago.",1814565544,Newspapers," Baker, Gerard
Gerard
Gerard Baker
Baker
Gerard Baker , Baker, Gerard
Gerard
Gerard Baker
Baker
Gerard Baker",,," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4162919131 , 107371882 , 117310 , WSJO , WSJOWSJO20160829000020160829ec8t002xl", News," Aug 29, 2016",, English, English, n/a," New York, N.Y.","Aug 29, 2016",Wall Street Journal (Online),2016,https://search.proquest.com/docview/1814565544?accountid=14496,,,, n/a,," Electric vehicles , Electric utilities , Subsidies , United States--US",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=The+10-Point.+A+personal%2C+guided+tour+to+the+best+scoops+and+stories+every+day+in+The+Wall+Street+Journal%2C+from+Editor+in+Chief+Gerard+Baker.&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2016-08-29&amp;volume=&amp;issue=&amp;spage=&amp;au=Baker%2C+Gerard&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
Homeland Security to Review Use of Private Prisons Companies; Moves comes after Justice Department announced plans to stop using private prison facilities,"  Since 2001, GEO and Corrections Corp. have become increasingly reliant on federal government revenue to drive results.",1814747300,Newspapers," Hufford, Austen
Austen
Austen Hufford
Hufford
Austen Hufford , Hufford, Austen
Austen
Austen Hufford
Hufford
Austen Hufford",," US Marshals Service
922120 , GEO Group Inc
922140
561210
561612 , Bureau of Prisons
922140 , Department of Homeland Security
922120"," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4163459691 , 107371882 , 117310 , WSJO , WSJOWSJO20160829000020160829ec8t0080y", News," Aug 29, 2016",, English, English, n/a," New York, N.Y.","Aug 29, 2016",Wall Street Journal (Online),2016,https://search.proquest.com/docview/1814747300?accountid=14496,,,, n/a,," Immigration policy , Criminal sentences , National security , Prisons",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Homeland+Security+to+Review+Use+of+Private+Prisons+Companies%3B+Moves+comes+after+Justice+Department+announced+plans+to+stop+using+private+prison+facilities&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2016-08-29&amp;volume=&amp;issue=&amp;spage=&amp;au=Hufford%2C+Austen&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
Ethnicity Looms Large in Race to Replace Deposed Power Broker,"  The district's population is 41 percent Asian, according to 2014 census bureau data categorized by Queens College, and activists in the Chinese-American community see the election as an opportunity for one of their own to win the seat Mr. Silver had held for 38 years. According to 2014 census data, there were 32,952 Asian and South Asian citizens of voting age in the district.",1814837957,Newspapers," Robbins, Liz
Liz
Liz Robbins
Robbins
Liz Robbins , Robbins, Liz
Liz
Liz Robbins
Robbins
Liz Robbins", NYTIAO,," Copyright New York Times Company Aug 30, 2016"," 4163853351 , 107439082 , 7818 , NYTIAO , NYT , 110787-20160830", News," Aug 30, 2016",0362-4331, English, English, A.16," New York, N.Y.","Aug 30, 2016",New York Times,2016,https://search.proquest.com/docview/1814837957?accountid=14496,,,, A.16,," Primaries & caucuses , Asian Americans , Political parties , State elections , Political campaigns , Ethnicity , New York , Chin, Margaret",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Ethnicity+Looms+Large+in+Race+to+Replace+Deposed+Power+Broker%3A+%5BMetropolitan+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2016-08-30&amp;volume=&amp;issue=&amp;spage=A.16&amp;au=Robbins%2C+Liz&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
